chrom	start	end	n_pol	n_der_any	pat_den_only	pat_nea_all	pat_nea_any	pat_all_arch	pat_alt_only	pat_vin_only	pat_chag_only	callable_common	callable_den	callable_alt	callable_vin	callable_chag	div_den_alt	div_den_vin	div_den_chag	div_alt_vin	div_alt_chag	div_vin_chag	div_den_afr	div_den_eur	div_alt_afr	div_alt_eur	div_vin_afr	div_vin_eur	div_chag_afr	div_chag_eur	mean_map20	mean_rm	mean_ur	mean_bsc	n_sites	callable_frac	callable_frac_den	anc_valid_bp	hum_sub	sub_rate	repeat_frac	R_den_afr	R_alt_afr	R_vin_afr	R_chag_afr	R_nea_afr	f_nea_all	f_den_only	f_all_arch	f_alt_only	f_vin_only	f_chag_only	z_den_afr	p_den_afr	cddr	low_quality
20	24900000	24950000	862	470	12	4	5	1	0	0	0	21554	25044	25390	25147	25093	0.00125267	0.00125267	0.00122947	0.00018558	0.000162383	6.95927e-05	0.00469079	0.00464736	0.00426986	0.00419578	0.00444288	0.00437278	0.00441968	0.00434959	0.737226	0.552727	1	711.164	871	0.43108	0.43108	21083	190	0.009012	0.57332	0.520504	0.473797	0.492996	0.490422	0.485738	0.00851064	0.0255319	0.00212766	0	0	0	6.76495	0.00172861	True	False
20	61150000	61200000	1382	821	20	5	13	6	6	0	0	32356	38635	39209	38903	38947	0.00128261	0.00103536	0.00268884	0.000370874	0.00220979	0.00211707	0.0039079	0.00382012	0.00369656	0.00364516	0.00366982	0.00358691	0.00344109	0.00334479	0.898499	0.361446	0	967.687	1417	0.64712	0.64712	28419	184	0.00647454	0.24726	0.603579	0.570938	0.566808	0.53148	0.556408	0.00609013	0.0243605	0.00730816	0.00730816	0	0	5.16088	0.00345722	True	False
20	51150000	51200000	644	362	13	17	19	3	0	0	0	23855	27563	28038	28042	27770	0.00324879	0.0025152	0.00247328	0.001572	0.00153008	0.001572	0.00364407	0.00330074	0.00238705	0.00258067	0.00316277	0.00316729	0.00312085	0.00312537	0.69402	0.66171	0.0817844	877.528	657	0.4771	0.4771	23385	133	0.00568741	0.66054	0.640726	0.419707	0.5561	0.54873	0.508179	0.0469613	0.0359116	0.00828729	0	0	0	4.62032	0.00518583	True	False
20	12500000	12550000	863	465	11	1	4	3	3	0	0	27186	31241	31440	31325	30748	0.000790848	0.000735673	0.000698889	0.00020231	0.000165526	3.67836e-05	0.0035178	0.0035789	0.00342747	0.00350198	0.0034468	0.00351843	0.00341002	0.00348165	0.774074	0.714912	1	970.461	867	0.54372	0.54372	26776	190	0.00709591	0.63058	0.49575	0.483021	0.485745	0.480561	0.483109	0.00215054	0.0236559	0.00645161	0.00645161	0	0	4.36159	0.00691443	True	False
20	59550000	59600000	1141	550	11	0	4	1	1	1	0	30935	36829	36830	37085	36096	0.00106675	0.00103443	0.000985938	0.000290933	0.000323258	0.000290933	0.00342242	0.00335656	0.00324623	0.00314947	0.00334297	0.00323892	0.00325734	0.00315525	0.798246	0.505155	0	989.18	1154	0.6187	0.6187	30364	265	0.00872744	0.43506	0.392145	0.371957	0.383041	0.37323	0.376076	0	0.02	0.00181818	0.00181818	0.00181818	0	4.16618	0.00864304	True	False
20	11300000	11350000	926	479	22	10	11	27	1	0	0	30654	35262	35089	35580	35186	0.00127226	0.00128858	0.00125595	0.000212044	1.63111e-05	0.000195733	0.00340784	0.00359056	0.00314351	0.00327103	0.00316854	0.00329506	0.0031272	0.00325472	0.759735	0.488688	1	934.57	937	0.61308	0.61308	28586	182	0.00636675	0.47794	0.535256	0.493739	0.497669	0.491177	0.494195	0.0208768	0.045929	0.0563674	0.00208768	0	0	4.1363	0.0103717	True	False
20	54000000	54050000	923	492	25	13	19	0	4	0	0	29891	34971	35560	34950	34416	0.00331203	0.00329531	0.00329531	0.000167274	0.000167274	0.00013382	0.00315114	0.00319898	0.00117963	0.00105125	0.0011629	0.00103453	0.0011629	0.00103453	0.759181	0.73494	1	981.044	932	0.59782	0.59782	29517	151	0.0051157	0.614	0.615974	0.23059	0.22732	0.22732	0.22841	0.0264228	0.050813	0	0.00813008	0	0	3.61034	0.0121003	True	False
20	12250000	12300000	868	445	19	7	14	17	6	0	0	27983	32045	32136	31991	31801	0.00217989	0.00159025	0.00155452	0.00137584	0.0013401	3.5736e-05	0.00312777	0.0030997	0.00211674	0.00220437	0.00304184	0.00302876	0.0030061	0.00299302	0.752924	0.674157	0	970.427	873	0.55966	0.55966	27678	208	0.00751499	0.61044	0.416204	0.281669	0.404769	0.400014	0.362151	0.0157303	0.0426966	0.0382022	0.0134831	0	0	3.56245	0.0138289	True	False
20	60200000	60250000	1297	722	28	5	8	1	2	0	1	32860	39667	38857	38581	38791	0.00307365	0.00310408	0.00333232	0.000213025	0.000776019	0.000745587	0.00310215	0.00320591	0.00189885	0.00194959	0.00197111	0.0019688	0.00202711	0.00207474	0.897024	0.23871	0	989.013	1306	0.6572	0.6572	30668	263	0.00857571	0.25426	0.361737	0.221422	0.229848	0.236378	0.229216	0.00692521	0.0387812	0.00138504	0.00277008	0	0.00138504	3.50996	0.0155575	True	False
20	59950000	60000000	1037	556	28	1	2	0	1	0	0	29084	34593	34989	34851	34546	0.00240682	0.00240682	0.00242401	0.000171916	0.000154724	8.59579e-05	0.0030893	0.0028641	0.00213036	0.00172011	0.00216201	0.00177028	0.00214851	0.00175545	0.779915	0.505976	0.533865	991.971	1046	0.58168	0.58168	27022	181	0.00669825	0.3874	0.46121	0.318047	0.322772	0.320757	0.320526	0.00179856	0.0503597	0	0.00179856	0	0	3.48364	0.0172861	True	False
