chrom	start	end	n_pol	n_der_any	pat_den_only	pat_nea_all	pat_nea_any	pat_all_arch	pat_alt_only	pat_vin_only	pat_chag_only	callable_common	callable_den	callable_alt	callable_vin	callable_chag	div_den_alt	div_den_vin	div_den_chag	div_alt_vin	div_alt_chag	div_vin_chag	div_den_afr	div_den_eur	div_alt_afr	div_alt_eur	div_vin_afr	div_vin_eur	div_chag_afr	div_chag_eur	mean_map20	mean_rm	mean_ur	mean_bsc	n_sites	callable_frac	callable_frac_den	anc_valid_bp	hum_sub	sub_rate	repeat_frac	R_den_afr	R_alt_afr	R_vin_afr	R_chag_afr	R_nea_afr	f_nea_all	f_den_only	f_all_arch	f_alt_only	f_vin_only	f_chag_only	z_den_afr	p_den_afr	cddr	low_quality
19	15820000	15840000	276	170	13	2	8	0	5	1	0	7558	8815	9108	9095	9020	0.00628473	0.00674782	0.00621858	0.00297698	0.00244774	0.00105848	0.00602727	0.00598044	0.00317416	0.00318685	0.00258533	0.00264768	0.00211523	0.00211621	0.717262	0.741722	0		281	0.3779	0.3779	7117	63	0.00885204	0.59135	0.68089	0.358579	0.29206	0.238954	0.296531	0.0117647	0.0764706	0	0.0294118	0.00588235	0	7.17573	0.000965251	True	False
19	46580000	46600000	335	187	1	0	0	0	0	0	0	10125	11891	11881	11936	11395	0.000246914	0.000395062	0.000246914	0.000148148	0	0.000148148	0.00594603	0.00576438	0.00609359	0.00590348	0.00624174	0.00605162	0.00609359	0.00590348	0.750667	0.648	0	923	338	0.50625	0.50625	10016	49	0.00489217	0.63955	1.21542	1.24558	1.27586	1.24558	1.25567	0	0.00534759	0	0	0	0	7.04952	0.0019305	True	False
19	29160000	29180000	309	177	2	1	2	1	1	0	0	9853	11580	11599	11526	11659	0.000608952	0.000659698	0.000659698	0.000355222	0.000355222	0.000202984	0.00550743	0.00557767	0.00545668	0.00552667	0.0057052	0.0057802	0.0057052	0.0057802	0.714493	0.508475	1	979	313	0.49265	0.49265	9750	52	0.00533333	0.56095	1.03264	1.02313	1.06973	1.06973	1.05419	0.00564972	0.0112994	0.00564972	0.00564972	0	0	6.36811	0.00289575	True	False
19	28780000	28800000	466	249	1	2	3	7	1	0	0	11484	13448	13588	13733	13420	0.000522466	0.000609544	0.000348311	0.000261233	0.000174155	0.000261233	0.00545349	0.00520765	0.00578113	0.00551824	0.00586821	0.00560532	0.00560697	0.00534409	0.817183	0.523077	1	986.7	472	0.5742	0.5742	11341	99	0.00872939	0.5056	0.624728	0.662261	0.672236	0.64231	0.658935	0.00803213	0.00401606	0.0281124	0.00401606	0	0	6.28431	0.003861	True	False
19	29100000	29120000	232	134	3	1	3	3	2	0	0	6041	7194	7240	7320	7150	0.00107598	0.000910445	0.000910445	0.000165536	0.000165536	0	0.00537159	0.00605074	0.00526486	0.00603799	0.00509932	0.00587245	0.00509932	0.00587245	0.671986	0.811189	0.643357	984.105	234	0.30205	0.30205	5994	56	0.00934268	0.83155	0.574951	0.563527	0.545809	0.545809	0.551715	0.00746269	0.0223881	0.0223881	0.0149254	0	0	6.15706	0.00482625	True	True
19	15760000	15780000	0	0	0	0	0	0	0	0	0	7016	8264	8226	8487	8371	0.00577252	0.00741163	0.00741163	0.00292189	0.00292189	0	0.00519384	0.00441001	0.00373847	0.00421706	0.0035982	0.00492124	0.0035982	0.00492124		0	0		273	0.3508	0.3508	0	0		0.5724												5.88092	0.00579151	True	False
19	52720000	52740000	348	209	4	0	0	0	0	0	0	11191	13614	13728	13658	13155	0.00455723	0.00522741	0.00388705	0.00174247	0.00165311	0.00330623	0.00511075	0.00535704	0.00201431	0.00190898	0.00140636	0.000767653	0.00262225	0.00305031	0.778912	0.578947	0	895.96	356	0.55955	0.55955	11058	70	0.00633026	0.55145	0.807352	0.318203	0.222165	0.41424	0.318203	0	0.0191388	0	0	0	0	5.75183	0.00675676	True	False
19	28320000	28340000	151	67	0	0	0	0	0	0	0	7377	8694	8617	8723	8789	0.000677782	0.000813339	0.000813339	0.000135556	0.000135556	0.000271113	0.0050718	0.00508876	0.00490466	0.00489768	0.00504022	0.00503324	0.00504022	0.00503324		0.892857	0		265	0.36885	0.36885	0	0		0.7921						0	0	0	0	0	0	5.69132	0.00772201	True	True
19	29080000	29100000	403	237	4	1	3	6	2	0	0	11038	14008	14130	13028	14015	0.000452981	0.000407683	0.000407683	0.000135894	0.000135894	0	0.00505351	0.00565352	0.00487231	0.00547224	0.00482702	0.00542685	0.00482702	0.00542685	0.906642	0.466165	0.887218	985.579	403	0.5519	0.5519	10949	65	0.00593662	0.52005	0.851243	0.820722	0.813092	0.813092	0.815635	0.00421941	0.0168776	0.0253165	0.00843882	0	0	5.6629	0.00868726	True	False
19	29180000	29200000	215	120	5	1	1	1	0	0	0	9613	10820	10795	10785	10716	0.000624155	0.000728181	0.000728181	0.000104026	0.000104026	0.000104026	0.00502786	0.00508434	0.00461176	0.00466803	0.00471578	0.00477206	0.00471578	0.00477206	0.806931	0.769231	1	979.231	294	0.48065	0.48065	5164	32	0.00619675	0.72445	0.81137	0.744222	0.761009	0.761009	0.755413	0.00833333	0.0416667	0.00833333	0	0	0	5.62305	0.00965251	True	False
