chrom	start	end	n_pol	n_der_any	pat_den_only	pat_nea_all	pat_nea_any	pat_all_arch	pat_alt_only	pat_vin_only	pat_chag_only	callable_common	callable_den	callable_alt	callable_vin	callable_chag	div_den_alt	div_den_vin	div_den_chag	div_alt_vin	div_alt_chag	div_vin_chag	div_den_afr	div_den_eur	div_alt_afr	div_alt_eur	div_vin_afr	div_vin_eur	div_chag_afr	div_chag_eur	mean_map20	mean_rm	mean_ur	mean_bsc	n_sites	callable_frac	callable_frac_den	anc_valid_bp	hum_sub	sub_rate	repeat_frac	R_den_afr	R_alt_afr	R_vin_afr	R_chag_afr	R_nea_afr	f_nea_all	f_den_only	f_all_arch	f_alt_only	f_vin_only	f_chag_only	z_den_afr	p_den_afr	cddr	low_quality
14	48300000	48320000	349	238	6	0	0	0	0	0	0	9504	10843	10730	10771	10907	0.00147306	0.00147306	0.00147306	0	0	0	0.00716064	0.00604205	0.00670792	0.00586907	0.00670792	0.00586907	0.00670792	0.00586907	0.779167	0.571429	0	943.5	349	0.4752	0.4752	9393	73	0.00777174	0.59925	0.921369	0.863117	0.863117	0.863117	0.863117	0	0.0252101	0	0	0	0	11.1528	0.000481696	True	False
14	42040000	42060000	330	199	33	0	2	0	2	0	0	11274	13130	13753	13641	13514	0.00660812	0.00647508	0.00647508	0.000133049	0.000133049	0	0.00678002	0.00661302	0.000634451	0.000446993	0.000501401	0.000313944	0.000501401	0.000313944	0.821092	0.450549	0.285714	845.912	334	0.5637	0.5637	11166	77	0.00689593	0.4377	0.983192	0.0920037	0.0727098	0.0727098	0.0791411	0	0.165829	0	0.0100503	0	0	10.4322	0.000963391	True	False
14	49000000	49020000	327	183	21	0	2	0	2	0	0	9618	10700	10755	10889	10934	0.0062383	0.00629029	0.0062383	0.000467873	0.000415887	0.000155958	0.00641196	0.00652503	0.00110755	0.00115778	0.00115953	0.00120976	0.00110755	0.00115778	0.677215	0.95625	1	953.156	337	0.4809	0.4809	9490	100	0.0105374	0.82925	0.608495	0.105106	0.11004	0.105106	0.106751	0	0.114754	0	0.010929	0	0	9.73546	0.00144509	True	True
14	107000000	107020000	336	209	0	0	0	3	0	0	0	7971	9523	9236	9542	8996	0.00357546	0.000501819	0.000627274	0.00313637	0.00332455	0.00025091	0.00618922	0.0041694	0.00657998	0.00549816	0.00630557	0.00429461	0.00642789	0.00442006		0	0		372	0.39855	0.39855	5729	91	0.0158841	0.6141	0.389649	0.414249	0.396974	0.404674	0.405299	0	0	0.0143541	0	0	0	9.31381	0.00192678	True	False
14	23100000	23120000	307	180	3	1	1	3	0	0	0	8431	9580	9628	9865	9764	0.000533745	0.000533745	0.000652354	0	0.00011861	0.00011861	0.0061337	0.00686365	0.00595991	0.00661333	0.00595991	0.00661333	0.00607852	0.00673194	0.74664	0.70068	0	889.776	310	0.42155	0.42155	6027	42	0.00696864	0.63945	0.880186	0.855247	0.855247	0.872268	0.860921	0.00555556	0.0166667	0.0166667	0	0	0	9.20869	0.00240848	True	False
14	46300000	46320000	249	146	22	2	4	0	2	0	0	8243	9671	9957	9925	10058	0.00618707	0.00606575	0.00606575	0.000121315	0.000121315	0	0.00612373	0.00606818	0.00179511	0.00190678	0.0016738	0.00178547	0.0016738	0.00178547	0.797804	0.591549	0	904.634	249	0.41215	0.41215	8069	38	0.00470938	0.65515	1.30033	0.381178	0.355417	0.355417	0.364004	0.0136986	0.150685	0	0.0136986	0	0	9.18982	0.00289017	True	False
14	92220000	92240000	275	161	30	0	0	0	0	0	0	9215	11023	11118	10934	10825	0.00656538	0.00661964	0.00661964	5.42594e-05	5.42594e-05	5.42594e-05	0.00608445	0.00596855	0.00133641	0.001157	0.00139058	0.00120954	0.00139058	0.00120954	0.666667	0.681529	1	737.127	276	0.46075	0.46075	9035	37	0.00409519	0.6032	1.48576	0.326336	0.339564	0.339564	0.335155	0	0.186335	0	0	0	0	9.11547	0.00337187	True	False
14	20520000	20540000	454	281	10	0	2	0	0	0	0	11237	12807	13120	13131	13133	0.00596245	0.00565097	0.0053395	0.00191332	0.00382664	0.00191332	0.00582453	0.0058718	0.00341739	0.00358261	0.00287704	0.00282874	0.00233669	0.00207488	0.792636	0.454545	0	952	460	0.56185	0.56185	10899	79	0.00724837	0.5201	0.803564	0.47147	0.396922	0.322375	0.396922	0	0.0355872	0	0	0	0	8.62341	0.00385356	True	False
14	20320000	20340000	244	119	0	0	0	0	0	0	0	6722	7863	7945	7983	7918	0.00104136	0.00304969	0.00304969	0.00319845	0.00319845	7.43826e-05	0.00532769	0.0057532	0.00519918	0.00554763	0.00462718	0.00372776	0.00462718	0.00372776		0.412281	0		277	0.3361	0.3361	0	0		0.53335						0	0	0	0	0	0	7.68286	0.00433526	True	False
14	74760000	74780000	254	155	8	2	2	0	0	0	0	7922	9922	10155	10012	9564	0.00593285	0.00605908	0.00593285	0.000126231	0	0.000126231	0.00528302	0.00616548	0.00169595	0.00112054	0.00182218	0.00124677	0.00169595	0.00112054	0.603147	0.6	1	577.345	256	0.3961	0.3961	7702	39	0.00506362	0.57545	1.04333	0.334928	0.359857	0.334928	0.343238	0.0129032	0.0516129	0	0	0	0	7.59831	0.00481696	True	False
14	85320000	85340000	425	247	27	3	3	0	0	0	0	13622	15364	15705	15900	15872	0.00491851	0.00491851	0.00499192	0	7.34107e-05	7.34107e-05	0.00510291	0.00520293	0.000655513	0.000725466	0.000655513	0.000725466	0.000728924	0.000798877	0.866788	0.411348	0	943	428	0.6811	0.6811	13513	83	0.00614223	0.42555	0.830791	0.106722	0.106722	0.118674	0.110706	0.0121457	0.109312	0	0	0	0	7.25734	0.00529865	True	False
14	73060000	73080000	497	273	33	1	3	0	1	0	0	14262	16262	16404	16554	16371	0.00476791	0.00497826	0.00483803	0.000350582	0.000210349	0.000140233	0.0049979	0.00501141	0.00104858	0.0011652	0.00125893	0.00137541	0.00111869	0.00123518	0.888158	0.272727	0.0247934	788.612	502	0.7131	0.7131	13168	85	0.00645504	0.25795	0.774263	0.162443	0.19503	0.173305	0.176926	0.003663	0.120879	0	0.003663	0	0	7.05855	0.00578035	True	False
14	106760000	106780000	183	95	0	0	0	0	0	0	0	7876	9478	9671	9139	9341	0.00603098	0.00247588	0.00247588	0.00584053	0.00584053	0	0.00499015	0.0051902	0.00494319	0.00507092	0.00262117	0.00284104	0.00262117	0.00284104		0	0		273	0.3938	0.3938	0	0		0.42						0	0	0	0	0	0	7.04388	0.00626204	True	False
14	40120000	40140000	277	171	22	0	5	0	4	0	0	8648	9880	9972	10014	9951	0.0047988	0.00456753	0.0051457	0.000231267	0.00127197	0.0010407	0.004985	0.00487068	0.00100982	0.000819993	0.00077855	0.000589015	0.00104569	0.00119868	0.626781	0.652542	1	740.839	280	0.4324	0.4324	8571	37	0.00431688	0.6183	1.15477	0.233923	0.18035	0.242232	0.218835	0	0.128655	0	0.0233918	0	0	7.03414	0.00674374	True	False
14	106740000	106760000	199	120	0	1	1	0	0	0	0	6022	6734	6834	6731	6817	0.00531385	0.00381933	0.00224178	0.00190966	0.00365327	0.00182664	0.0048557	0.00513167	0.0029085	0.00361453	0.00279178	0.00308368	0.00390438	0.00419062		0	0		217	0.3011	0.3011	1073	19	0.0177074	0.4818	0.274218	0.164253	0.157662	0.220494	0.180803	0.00833333	0	0	0	0	0	6.78935	0.00722543	True	False
14	24260000	24280000	242	130	15	1	2	0	1	0	0	7672	9159	9012	9189	9115	0.00410584	0.00417101	0.00410584	0.00032586	0.000260688	6.51721e-05	0.00484977	0.00485519	0.00126569	0.00127072	0.00133087	0.0013359	0.00126569	0.00127072	0.652954	0.717557	1	871.298	245	0.3836	0.3836	6051	37	0.00611469	0.74795	0.793133	0.206992	0.217651	0.206992	0.210545	0.00769231	0.115385	0	0.00769231	0	0	6.77813	0.00770713	True	False
14	83540000	83560000	386	197	0	0	0	1	0	0	0	11825	13752	13438	13609	13669	0.00038055	0.000211416	0.00012685	0.000338266	0.0002537	8.45666e-05	0.00449542	0.00438921	0.00428688	0.00420528	0.00445525	0.0043334	0.00453981	0.00441796	0.798729	0.590164	0	976.295	387	0.59125	0.59125	11738	83	0.00707105	0.5742	0.635749	0.606257	0.630069	0.642028	0.626118	0	0	0.00507614	0	0	0	6.10732	0.00818882	True	False
14	24940000	24960000	297	178	2	1	1	0	0	0	0	8320	9466	9480	9610	9412	0.000661058	0.000661058	0.00432692	0	0.00390625	0.00390625	0.00448588	0.0061896	0.00429069	0.00596343	0.00429069	0.00596343	0.00444905	0.00436907	0.846154	0.625	0	656.5	307	0.416	0.416	8208	85	0.0103558	0.65635	0.433175	0.414327	0.414327	0.429619	0.419424	0.00561798	0.011236	0	0	0	0	6.08926	0.00867052	True	False
14	41500000	41520000	406	252	4	3	6	0	1	1	0	11782	13624	13509	13732	13276	0.000509251	0.000636564	0.000551689	0.000466814	0.000339501	0.000466814	0.00448347	0.00511618	0.00444167	0.00508344	0.00456899	0.00521084	0.00448411	0.00512588	0.815942	0.57265	0	940.362	415	0.5891	0.5891	11616	74	0.00637052	0.5203	0.703785	0.697223	0.717208	0.703885	0.706105	0.0119048	0.015873	0	0.00396825	0.00396825	0	6.08472	0.00915222	True	False
14	22720000	22740000	344	209	3	0	9	0	1	4	0	9410	11044	10830	11158	10733	0.00265675	0.00116897	0.00255048	0.00255048	0.00031881	0.00265675	0.0043806	0.00528335	0.00449037	0.00519986	0.00440631	0.00529878	0.00446448	0.00518443	0.756881	0.5	0	911.818	345	0.4705	0.4705	9327	64	0.0068618	0.5684	0.638403	0.654401	0.642151	0.650629	0.64906	0	0.0143541	0	0.00478469	0.0191388	0	5.88996	0.00963391	True	False
14	46320000	46340000	281	169	4	6	7	0	1	0	0	8259	9384	9440	9586	9671	0.00678048	0.00678048	0.00671994	0.00012108	6.054e-05	6.054e-05	0.00436449	0.0046458	0.00473354	0.00481384	0.00473354	0.00481384	0.004673	0.0047533	0.772321	0.714286	0	905.143	283	0.41295	0.41295	7950	47	0.00591195	0.7407	0.738248	0.800673	0.800673	0.790433	0.79726	0.035503	0.0236686	0	0.00591716	0	0	5.85946	0.0101156	True	False
14	22600000	22620000	512	299	9	0	4	0	4	0	0	13674	15762	15959	15917	16083	0.00548486	0.00329092	0.00336405	0.00336405	0.00343718	7.31315e-05	0.00429612	0.00475464	0.00314765	0.00251251	0.00406731	0.00404763	0.00414044	0.00412076		0.278351	0		514	0.6837	0.6837	13490	83	0.00615271	0.36995	0.698249	0.511587	0.66106	0.672946	0.615198	0	0.0301003	0	0.0133779	0	0	5.73005	0.0105973	True	False
14	86720000	86740000	264	150	1	2	2	0	0	0	0	7654	9101	9345	9388	9180	0.00470342	0.00470342	0.00470342	0	0	0	0.00429057	0.00419706	0.00180272	0.00214697	0.00180272	0.00214697	0.00180272	0.00214697	0.76087	0.826087	1	955	266	0.3827	0.3827	7584	45	0.00593354	0.799	0.723104	0.303818	0.303818	0.303818	0.303818	0.0133333	0.00666667	0	0	0	0	5.71953	0.011079	True	True
14	62900000	62920000	381	202	2	1	1	0	0	0	0	9926	11219	11490	11376	11327	0.00483578	0.00483578	0.00478541	0	5.03728e-05	5.03728e-05	0.00424962	0.00385514	0.00243531	0.00316408	0.00243531	0.00316408	0.00238494	0.00311531	0.674874	0.810606	1	889.348	385	0.4963	0.4963	9843	61	0.0061973	0.86495	0.685721	0.392963	0.392963	0.384835	0.390254	0.0049505	0.00990099	0	0	0	0	5.64201	0.0115607	True	True
14	39140000	39160000	208	125	6	0	2	0	0	0	0	6597	7455	7629	7700	7773	0.00227376	0.00348643	0.00106109	0.00136426	0.00136426	0.00272851	0.00417664	0.00385824	0.00274548	0.00267396	0.00207223	0.0022476	0.00341872	0.00310032	0.580484	0.846154	1	838.778	208	0.32985	0.32985	6287	37	0.00588516	0.8524	0.70969	0.466508	0.352111	0.580905	0.466508	0	0.048	0	0	0	0	5.50386	0.0120424	True	True
14	46880000	46900000	358	197	6	1	1	0	0	0	0	11074	12879	12928	12702	12699	0.00428933	0.00428933	0.00446993	0	0.000180603	0.000180603	0.0041405	0.00400042	0.00124232	0.0013367	0.00124232	0.0013367	0.00142293	0.0015173	0.814356	0.584158	0	882.99	362	0.5537	0.5537	10955	59	0.00538567	0.5183	0.768799	0.230672	0.230672	0.264206	0.24185	0.00507614	0.0304569	0	0	0	0	5.43544	0.0125241	True	False
14	48600000	48620000	345	196	6	4	6	0	2	0	0	10039	12154	11693	11900	11857	0.00209184	0.00189262	0.00189262	0.000199223	0.000199223	0	0.00409784	0.00426155	0.00387963	0.00403125	0.00368041	0.00383202	0.00368041	0.00383202	0.737768	0.724771	0	956	346	0.50195	0.50195	9964	94	0.00943396	0.69	0.434371	0.411241	0.390123	0.390123	0.397162	0.0204082	0.0306122	0	0.0102041	0	0	5.35468	0.0130058	True	False
14	92240000	92260000	366	192	24	0	0	0	0	0	0	12571	14690	14917	14774	14677	0.00441492	0.00453425	0.00449447	0.000119322	7.95482e-05	0.000119322	0.0040787	0.00398193	0.00135334	0.00126801	0.00147254	0.00138599	0.00143277	0.00134622	0.782313	0.641509	1	722.821	368	0.62855	0.62855	11953	55	0.00460136	0.45875	0.886411	0.294118	0.320023	0.311379	0.308507	0	0.125	0	0	0	0	5.31845	0.0134875	True	False
14	27540000	27560000	431	242	1	0	2	0	1	0	0	13529	15279	15599	15552	15089	0.000369576	0.000406534	0.000406534	0.000221746	0.000295661	0.000221746	0.00407814	0.00438593	0.00424056	0.00457072	0.00424056	0.00457072	0.00424056	0.00457072	0.801961	0.313953	1	967.977	437	0.67645	0.67645	13357	93	0.00696264	0.2508	0.585718	0.609046	0.609046	0.609046	0.609046	0	0.00413223	0	0.00413223	0	0	5.3174	0.0139692	True	False
14	26720000	26740000	354	185	3	0	5	0	2	0	0	12217	14387	14139	14430	13670	0.000491119	0.000982238	0.00114594	0.000818532	0.000982238	0.000327413	0.00407366	0.00418205	0.00405323	0.00418172	0.00453963	0.00467284	0.00453963	0.00467284	0.765432	0.540541	0	953.216	359	0.61085	0.61085	11919	67	0.00562128	0.5207	0.724685	0.721051	0.80758	0.80758	0.778737	0	0.0162162	0	0.0108108	0	0	5.30891	0.0144509	True	False
14	56000000	56020000	278	151	6	0	0	0	0	0	0	9394	10742	10979	11105	10889	0.00388546	0.00399191	0.00393868	0.000106451	5.32255e-05	5.32255e-05	0.00403749	0.00412063	0.00236177	0.00228312	0.00246822	0.00238957	0.002415	0.00233634	0.675654	0.728155	1	658.097	280	0.4697	0.4697	9287	62	0.006676	0.61185	0.604777	0.353771	0.369716	0.361743	0.361743	0	0.0397351	0	0	0	0	5.24044	0.0149326	True	False
14	20500000	20520000	366	209	1	0	2	0	0	0	0	10277	11775	11543	11913	11696	0.00491389	0.00442736	0.00384353	0.00184879	0.00360027	0.00184879	0.00402406	0.00434482	0.00292384	0.00276426	0.0024784	0.00242137	0.00193565	0.00198117	0.5	0.646341	0		378	0.51385	0.51385	9981	63	0.00631199	0.55905	0.637527	0.46322	0.392649	0.306663	0.387511	0	0.00478469	0	0	0	0	5.21502	0.0154143	True	False
14	29100000	29120000	249	141	4	2	4	1	2	0	0	6746	7996	8243	8130	8095	0.000667062	0.000667062	0.000815298	0.000296472	0.000444708	0.000296472	0.00402172	0.00412296	0.00409583	0.00419708	0.00409583	0.00419708	0.00424407	0.00434532	0.599398	0.722892	0	951.627	253	0.3373	0.3373	6636	40	0.00602773	0.75835	0.667203	0.679499	0.679499	0.704091	0.687696	0.0141844	0.0283688	0.0070922	0.0141844	0	0	5.21058	0.015896	True	False
14	105000000	105020000	435	254	4	2	8	1	6	0	0	12404	14458	14504	14566	14621	0.00096743	0.000886811	0.00092712	0.000806192	0.000846501	0.000282167	0.0040209	0.00470911	0.00423031	0.00493525	0.00411208	0.00490399	0.00391857	0.00466238	0.855797	0.4	0	982	438	0.6202	0.6202	11904	104	0.00873656	0.4945	0.460238	0.484208	0.470675	0.448526	0.467803	0.00787402	0.015748	0.00393701	0.023622	0	0	5.20903	0.0163776	True	False
14	40100000	40120000	249	156	12	0	2	0	0	0	0	7894	9421	9314	9265	9297	0.00253357	0.00259691	0.00247023	6.33392e-05	0.00082341	0.000886749	0.00401063	0.00540882	0.00225149	0.00363002	0.00231483	0.00369336	0.00218567	0.00349617	0.578014	0.680556	0.972222	738.84	251	0.3947	0.3947	7784	32	0.004111	0.67715	0.975585	0.547676	0.563083	0.531664	0.547474	0	0.0769231	0	0	0	0	5.18959	0.0168593	True	False
14	62840000	62860000	334	175	7	0	0	0	0	0	0	10350	11990	11942	11834	11965	0.00410628	0.00410628	0.00410628	0	0	0	0.00400932	0.00399443	0.0016551	0.00160238	0.0016551	0.00160238	0.0016551	0.00160238	0.699377	0.909091	1	889.2	334	0.5175	0.5175	9858	52	0.0052749	0.7824	0.760076	0.313769	0.313769	0.313769	0.313769	0	0.04	0	0	0	0	5.18712	0.017341	True	True
