chrom	start	end	n_pol	n_der_any	pat_den_only	pat_nea_all	pat_nea_any	pat_all_arch	pat_alt_only	pat_vin_only	pat_chag_only	callable_common	callable_den	callable_alt	callable_vin	callable_chag	div_den_alt	div_den_vin	div_den_chag	div_alt_vin	div_alt_chag	div_vin_chag	div_den_afr	div_den_eur	div_alt_afr	div_alt_eur	div_vin_afr	div_vin_eur	div_chag_afr	div_chag_eur	mean_map20	mean_rm	mean_ur	mean_bsc	n_sites	callable_frac	callable_frac_den	anc_valid_bp	hum_sub	sub_rate	repeat_frac	R_den_afr	R_alt_afr	R_vin_afr	R_chag_afr	R_nea_afr	f_nea_all	f_den_only	f_all_arch	f_alt_only	f_vin_only	f_chag_only	z_den_afr	p_den_afr	cddr	low_quality
19	15750000	15800000	52	38	0	0	1	1	0	0	0	15854	19259	19308	19469	19240	0.00488836	0.0054245	0.00422606	0.00384761	0.003753	0.00198688	0.00643482	0.00613817	0.00466193	0.0048065	0.00463599	0.00541762	0.0057756	0.00669188	0.70082	0.107551	0		628	0.31708	0.31708	1184	32	0.027027	0.4662	0.238088	0.172491	0.171532	0.213698	0.185907	0	0	0.0263158	0	0	0	8.84126	0.00228833	True	False
19	15800000	15850000	559	339	20	5	13	1	6	1	0	17027	20283	20656	20689	20327	0.00458096	0.00431667	0.00381747	0.00255477	0.00214365	0.000969049	0.00501402	0.00512129	0.00311069	0.00309373	0.00299024	0.00311879	0.00263324	0.00274802	0.704042	0.752294	0		611	0.34054	0.34054	10858	109	0.0100387	0.67208	0.499469	0.30987	0.297872	0.262308	0.290017	0.0147493	0.0589971	0.00294985	0.0176991	0.00294985	0	6.3233	0.00457666	True	False
19	29150000	29200000	660	366	8	3	5	4	2	0	0	23931	27637	27628	27516	27447	0.000647695	0.000689482	0.000689482	0.000208934	0.000208934	0.00012536	0.00486797	0.00493125	0.00474047	0.00480553	0.00486368	0.00493081	0.00486368	0.00493081	0.729021	0.664384	1	979.082	743	0.47862	0.47862	19340	104	0.00537746	0.67356	0.905255	0.881544	0.904457	0.904457	0.896819	0.00819672	0.0218579	0.010929	0.00546448	0	0	6.06448	0.00686499	True	False
19	52700000	52750000	882	506	7	0	5	0	0	0	0	28877	34250	34451	34273	33686	0.00439796	0.00470963	0.00410361	0.00136787	0.00129861	0.00257991	0.00458788	0.00479625	0.00170953	0.00163538	0.00118974	0.000782723	0.00224168	0.00250016	0.796027	0.605863	0	908.945	897	0.57754	0.57754	28567	184	0.006441	0.54874	0.712293	0.265414	0.184713	0.348033	0.266054	0	0.013834	0	0	0	0	5.56808	0.00915332	True	False
19	28300000	28350000	458	209	0	0	0	1	0	0	0	15502	18222	18082	18160	18090	0.00074184	0.000774094	0.00074184	0.00016127	0.000129016	0.00016127	0.00428636	0.00425061	0.00396557	0.00392018	0.00399783	0.00395243	0.00396557	0.00392018		0.775281	0		608	0.31004	0.31004	0	0		0.7659						0	0	0.00478469	0	0	0	5.03373	0.0114416	True	False
19	46650000	46700000	626	331	1	4	6	26	1	1	0	19818	23389	23068	23240	22695	0.00201837	0.00199314	0.0020436	0.000378444	0.000327985	0.000252296	0.00419779	0.00419678	0.00278973	0.002683	0.00296633	0.00285961	0.00301679	0.00291007		0.732484	0		707	0.39636	0.39636	17590	213	0.0121092	0.65054	0.346662	0.230381	0.244965	0.249132	0.241493	0.0120846	0.00302115	0.0785498	0.00302115	0.00302115	0	4.87678	0.01373	True	False
19	28750000	28800000	842	447	3	3	6	10	1	0	0	23887	28393	28406	28898	27995	0.000523297	0.000523297	0.000397706	0.000251183	0.000125591	0.000209319	0.00386331	0.00366421	0.00408369	0.00387632	0.00408369	0.00387632	0.0039581	0.00375073	0.755759	0.588	0.588	986.844	859	0.47774	0.47774	23446	171	0.00729335	0.61694	0.529704	0.55992	0.55992	0.5427	0.55418	0.00671141	0.00671141	0.0223714	0.00223714	0	0	4.284	0.0160183	True	False
19	28800000	28850000	974	547	11	3	3	5	0	0	0	27770	32691	32596	32239	32509	0.000504141	0.000504141	0.000558156	0	5.40151e-05	5.40151e-05	0.00376205	0.00293879	0.00347397	0.00265071	0.00347397	0.00265071	0.00352798	0.00270472	0.789024	0.548544	1	984.568	983	0.5554	0.5554	27053	200	0.0073929	0.61582	0.508873	0.469906	0.469906	0.477212	0.472341	0.00548446	0.0201097	0.00914077	0	0	0	4.10454	0.0183066	True	False
19	350000	400000	974	563	25	3	8	0	2	2	0	20336	24531	24703	23854	24253	0.00327006	0.00351593	0.003393	0.000762195	0.000516326	0.000467152	0.00373484	0.0035638	0.00282492	0.00273546	0.00314316	0.00310373	0.0030222	0.00294525	0.643333	0.729097	0	992.761	1012	0.40672	0.40672	16303	173	0.0106115	0.54046	0.351962	0.266213	0.296204	0.284804	0.282407	0.0053286	0.044405	0	0.0035524	0.0035524	0	4.05632	0.020595	True	False
19	48500000	48550000	742	439	7	7	12	2	5	0	0	23129	26733	26823	27206	27273	0.00250767	0.00226988	0.0022915	0.000475593	0.000453976	0.000194561	0.00372842	0.00358277	0.00314418	0.00336613	0.0032562	0.00357345	0.00325473	0.00355841	0.612469	0.719033	0	939.656	801	0.46258	0.46258	0	0		0.65062						0.0159453	0.0159453	0.00455581	0.0113895	0	0	4.04495	0.0228833	True	False
