chrom	start	end	n_pol	n_der_any	pat_den_only	pat_nea_all	pat_nea_any	pat_all_arch	pat_alt_only	pat_vin_only	pat_chag_only	callable_common	callable_den	callable_alt	callable_vin	callable_chag	div_den_alt	div_den_vin	div_den_chag	div_alt_vin	div_alt_chag	div_vin_chag	div_den_afr	div_den_eur	div_alt_afr	div_alt_eur	div_vin_afr	div_vin_eur	div_chag_afr	div_chag_eur	mean_map20	mean_rm	mean_ur	mean_bsc	n_sites	callable_frac	callable_frac_den	anc_valid_bp	hum_sub	sub_rate	repeat_frac	R_den_afr	R_alt_afr	R_vin_afr	R_chag_afr	R_nea_afr	f_nea_all	f_den_only	f_all_arch	f_alt_only	f_vin_only	f_chag_only	z_den_afr	p_den_afr	cddr	low_quality
16	8700000	8750000	1255	686	24	4	9	0	1	1	0	28251	33523	33385	33101	33142	0.00670773	0.00658384	0.00670773	0.00058405	0.000212382	0.000513256	0.00635211	0.00647166	0.00158005	0.00131778	0.0014732	0.00125328	0.00155082	0.0012992	0.688079	0.621622	0	952.622	1263	0.56502	0.56502	26637	153	0.00574389	0.5182	1.10589	0.275084	0.256481	0.269994	0.267186	0.0058309	0.0349854	0	0.00145773	0.00145773	0	6.91674	0.00144509	True	False
16	12650000	12700000	3086	1757	45	29	40	2	7	1	1	25622	30542	30541	30673	30080	0.00640075	0.00653735	0.00640075	0.00095621	0.00117087	0.00124893	0.00616583	0.00560854	0.00712955	0.00697066	0.0072594	0.00712872	0.00724159	0.00712376	0.754115	0.599398	0	959.355	3185	0.51244	0.51244	23845	532	0.0223108	0.5383	0.276361	0.319556	0.325376	0.324578	0.32317	0.0165054	0.0256118	0.0011383	0.00398406	0.000569152	0.000569152	6.65128	0.00289017	True	False
16	1850000	1900000	903	505	7	0	9	0	3	6	0	21516	26649	27579	26438	26366	0.00420617	0.00676241	0.00673917	0.00381112	0.00378788	0.000441532	0.00579762	0.00589092	0.00389925	0.00397569	0.00215438	0.0022467	0.00209697	0.00219967	0.790429	0.523416	0	654.671	933	0.43032	0.43032	19939	181	0.00907769	0.53574	0.638666	0.429542	0.237327	0.231002	0.29929	0	0.0138614	0	0.00594059	0.0118812	0	6.12655	0.00433526	True	False
16	78050000	78100000	1394	769	17	0	3	0	2	1	0	27143	32257	31933	32098	31744	0.00204473	0.00208157	0.00209999	0.00018421	0.000313156	0.000239472	0.00464953	0.00358587	0.0037515	0.00237396	0.00378622	0.00236017	0.00384307	0.00245379	0.774252	0.422018	0	854.502	1417	0.54286	0.54286	26024	304	0.0116815	0.39386	0.398025	0.321149	0.324121	0.328988	0.324752	0	0.0221066	0	0.00260078	0.00130039	0	4.49046	0.00578035	True	False
16	81150000	81200000	1112	660	28	7	7	1	0	0	0	21060	24638	25090	25064	25048	0.00481956	0.00477208	0.00465337	0.00109212	0.000878443	0.000997151	0.00464138	0.00468141	0.00367233	0.00378796	0.00378835	0.0038482	0.00370291	0.00381166	0.557236	0.678201	0	924.779	1126	0.4212	0.4212	18649	169	0.00906215	0.61438	0.512172	0.405238	0.418041	0.408612	0.410631	0.0106061	0.0424242	0.00151515	0	0	0	4.47884	0.00722543	True	False
16	81200000	81250000	1437	821	18	0	19	1	12	2	0	25658	29825	29824	29936	30211	0.00381947	0.00358563	0.00354665	0.0034687	0.00331281	0.000155897	0.00461387	0.00413142	0.00453417	0.00413868	0.00371551	0.00425718	0.00365864	0.00421104	0.702911	0.676471	0	942.529	1447	0.51316	0.51316	25310	283	0.0111814	0.62082	0.412638	0.40551	0.332294	0.327208	0.355004	0	0.0219245	0.00121803	0.0146163	0.00243605	0	4.43965	0.00867052	True	False
16	84000000	84050000	2026	1152	26	1	3	0	1	0	0	29263	34499	35490	35120	35459	0.00355398	0.00381027	0.00365649	0.000512593	0.000512593	0.000375901	0.00445429	0.00376728	0.00406397	0.0039566	0.0041826	0.00410915	0.00408406	0.00404774	0.796853	0.42437	0	942.353	2062	0.58526	0.58526	27594	380	0.0137711	0.38092	0.323452	0.295109	0.303723	0.296568	0.298466	0.000868056	0.0225694	0	0.000868056	0	0	4.21224	0.0101156	True	False
16	12700000	12750000	1531	861	22	20	23	2	1	0	0	21718	25866	25950	26453	25434	0.00322313	0.00326918	0.00322313	0.000713694	0.000575559	0.000782761	0.00441664	0.00443334	0.00490725	0.0047643	0.00492463	0.00477826	0.00493895	0.00477551	0.710082	0.634812	0	969.273	1573	0.43436	0.43436	20463	330	0.0161267	0.6297	0.273871	0.304294	0.305371	0.306259	0.305308	0.0232288	0.0255517	0.00232288	0.00116144	0	0	4.15858	0.0115607	True	False
16	12600000	12650000	2705	1474	48	29	43	8	7	0	1	31223	37570	37543	38298	37897	0.00390738	0.00379528	0.00381129	0.000864747	0.00100887	0.00075265	0.00430195	0.00392299	0.00446046	0.00419306	0.00450026	0.00428128	0.00444363	0.00421187	0.855903	0.394422	0.513944	961.821	2787	0.62446	0.62446	30169	464	0.01538	0.39826	0.279711	0.290017	0.292605	0.288923	0.290515	0.0196744	0.0325645	0.00542741	0.00474898	0	0.000678426	3.99514	0.0130058	True	False
16	89800000	89850000	997	511	12	0	7	0	4	0	1	20547	24853	24750	24478	24701	0.00116805	0.00119239	0.00111938	0.00065703	0.000486689	0.000316348	0.00420817	0.00417249	0.00400123	0.0039902	0.00402334	0.003977	0.00399993	0.00396829	0.632902	0.548638	0	591.642	1017	0.41094	0.41094	19286	185	0.00959245	0.48542	0.438696	0.417122	0.419428	0.416988	0.417846	0	0.0234834	0	0.00782779	0	0.00195695	3.86149	0.0144509	True	False
