chrom	start	end	n_pol	n_der_any	pat_den_only	pat_nea_all	pat_nea_any	pat_all_arch	pat_alt_only	pat_vin_only	pat_chag_only	callable_common	callable_den	callable_alt	callable_vin	callable_chag	div_den_alt	div_den_vin	div_den_chag	div_alt_vin	div_alt_chag	div_vin_chag	div_den_afr	div_den_eur	div_alt_afr	div_alt_eur	div_vin_afr	div_vin_eur	div_chag_afr	div_chag_eur	mean_map20	mean_rm	mean_ur	mean_bsc	n_sites	callable_frac	callable_frac_den	anc_valid_bp	hum_sub	sub_rate	repeat_frac	R_den_afr	R_alt_afr	R_vin_afr	R_chag_afr	R_nea_afr	f_nea_all	f_den_only	f_all_arch	f_alt_only	f_vin_only	f_chag_only	z_den_afr	p_den_afr	cddr	low_quality
14	46300000	46350000	662	394	31	8	11	0	3	0	0	20401	24015	23840	23903	23979	0.00620068	0.00615166	0.00617617	9.80344e-05	0.000122543	7.35258e-05	0.00509894	0.00513187	0.00315335	0.0034427	0.00310433	0.00339369	0.00312884	0.0034182	0.775273	0.651163	0	902.078	665	0.40802	0.40802	19878	121	0.00608713	0.69694	0.837659	0.518035	0.509982	0.514009	0.514009	0.0203046	0.0786802	0	0.00761421	0	0	8.17743	0.00118064	True	False
14	20500000	20550000	953	565	14	0	6	0	0	0	0	25982	29892	30044	30239	29993	0.00486876	0.00456085	0.00417597	0.00169348	0.00330998	0.00165499	0.00445525	0.00461472	0.00286178	0.00288257	0.0024206	0.00236079	0.00195688	0.00183894	0.760135	0.570815	0	951.55	973	0.51964	0.51964	25303	176	0.0069557	0.60128	0.640518	0.41143	0.348002	0.281334	0.346922	0	0.0247788	0	0	0	0	6.79046	0.00236128	True	False
14	92200000	92250000	731	395	53	0	0	0	0	0	0	25062	29240	29885	29391	29159	0.00450882	0.00454872	0.00454872	3.9901e-05	3.9901e-05	5.98516e-05	0.00431337	0.00421133	0.00106355	0.000891609	0.00110339	0.000930201	0.00110342	0.000930875	0.639169	0.739414	1	755.749	734	0.50124	0.50124	24021	104	0.00432954	0.67286	0.996266	0.245651	0.254852	0.254859	0.251787	0	0.134177	0	0	0	0	6.48475	0.00354191	True	False
14	49000000	49050000	630	325	28	1	4	0	3	0	0	18539	21031	21098	21410	21479	0.00399159	0.0040725	0.00399159	0.000404553	0.000323642	0.000134851	0.00413677	0.00424779	0.000921587	0.000980263	0.0010025	0.00106117	0.000921587	0.000980263	0.64485	0.948936	1	950.8	647	0.37078	0.37078	18275	175	0.00957592	0.82038	0.431997	0.09624	0.104689	0.09624	0.0990565	0.00307692	0.0861538	0	0.00923077	0	0	6.10421	0.00472255	True	True
14	40100000	40150000	705	417	43	0	7	0	4	0	0	23792	28051	28008	27968	28089	0.00346755	0.00344654	0.00369872	0.000147108	0.00111382	0.00105077	0.00406148	0.00445561	0.00133128	0.00159389	0.00128988	0.00156947	0.00138174	0.0019597	0.633562	0.625	0.986486	736.145	713	0.47584	0.47584	23563	104	0.0044137	0.57568	0.920198	0.301623	0.292244	0.313057	0.302308	0	0.103118	0	0.00959233	0	0	5.94198	0.00590319	True	False
14	42500000	42550000	773	459	12	1	7	2	4	0	0	24218	28145	28323	28585	28075	0.00177554	0.00181683	0.00185812	0.000330333	0.000330333	0.000144521	0.00397119	0.00398989	0.00454563	0.00455467	0.0045866	0.00459269	0.00464856	0.00465463	0.690154	0.705455	0	868.862	781	0.48436	0.48436	22043	112	0.00508098	0.62562	0.781579	0.894636	0.902699	0.914895	0.904077	0.00217865	0.0261438	0.0043573	0.0087146	0	0	5.74743	0.00708383	True	False
14	23100000	23150000	583	330	4	4	4	7	0	0	0	18739	21538	21667	21699	21474	0.000480282	0.000480282	0.000533646	0	5.33646e-05	5.33646e-05	0.00383284	0.00410015	0.00386763	0.00408922	0.00386763	0.00408922	0.003921	0.00414259	0.716486	0.692661	0	885.915	599	0.37478	0.37478	15912	112	0.00703871	0.685	0.544537	0.549481	0.549481	0.557062	0.552008	0.0121212	0.0121212	0.0212121	0	0	0	5.44933	0.00826446	True	False
14	107100000	107150000	9	9	0	0	1	0	0	0	0	16015	19190	18915	19574	18875	0.00156104	0.00262254	0.000249766	0.00380893	0.00143615	0.00262254	0.00362393	0.003614	0.00475685	0.00477042	0.00324172	0.00327771	0.00362563	0.00361462	0.810345	0.097561	0		640	0.3203	0.3203	0	0		0.43398						0	0	0	0	0	0	4.99919	0.0094451	True	False
14	107000000	107050000	786	436	0	0	3	3	3	0	0	20634	24149	23874	24322	23945	0.0043375	0.000678492	0.000630028	0.00402249	0.00399826	0.000242319	0.00359533	0.00254069	0.00596946	0.0052463	0.00353933	0.00249212	0.00348966	0.00244366		0	0		968	0.41268	0.41268	5988	96	0.0160321	0.58242	0.224258	0.372344	0.220765	0.217667	0.270259	0	0	0.00688073	0.00688073	0	0	4.93755	0.0106257	True	False
14	24200000	24250000	774	462	12	2	7	0	1	0	0	21431	25645	26169	26026	26139	0.00503943	0.0044095	0.00475946	0.00188979	0.000979889	0.000979889	0.00355664	0.00348398	0.00342134	0.00338807	0.00341191	0.00371582	0.00338588	0.00352507	0.600601	0.373737	1	888.018	789	0.42862	0.42862	21144	204	0.00964813	0.59444	0.368635	0.354612	0.353635	0.350937	0.353061	0.004329	0.025974	0	0.0021645	0	0	4.85419	0.0118064	True	False
