chrom	start	end	n_pol	n_der_any	pat_den_only	pat_nea_all	pat_nea_any	pat_all_arch	pat_alt_only	pat_vin_only	pat_chag_only	callable_common	callable_den	callable_alt	callable_vin	callable_chag	div_den_alt	div_den_vin	div_den_chag	div_alt_vin	div_alt_chag	div_vin_chag	div_den_afr	div_den_eur	div_alt_afr	div_alt_eur	div_vin_afr	div_vin_eur	div_chag_afr	div_chag_eur	mean_map20	mean_rm	mean_ur	mean_bsc	n_sites	callable_frac	callable_frac_den	anc_valid_bp	hum_sub	sub_rate	repeat_frac	R_den_afr	R_alt_afr	R_vin_afr	R_chag_afr	R_nea_afr	f_nea_all	f_den_only	f_all_arch	f_alt_only	f_vin_only	f_chag_only	z_den_afr	p_den_afr	cddr	low_quality
14	107000000	107100000	926	519	0	0	3	3	3	0	0	30946	40142	35834	40672	36923	0.00463711	0.00195502	0.0018096	0.00318296	0.00302139	0.000500872	0.00355008	0.00291596	0.0050327	0.00462406	0.00321703	0.00253746	0.00322551	0.00258708		0	0		1379	0.30946	0.30946	5988	96	0.0160321	0.45389	0.221436	0.313914	0.200662	0.201191	0.238589	0	0	0.00578035	0.00578035	0	0	5.38055	0.00234467	True	False
14	24200000	24300000	1480	837	44	7	13	0	2	0	0	44478	52977	53093	53323	52950	0.00402446	0.00378839	0.00394577	0.00102298	0.000573317	0.000550834	0.00346781	0.00337932	0.0025964	0.00263636	0.00264856	0.00286174	0.00262478	0.00275858	0.619883	0.547126	1	876.542	1508	0.44478	0.44478	41419	326	0.00787078	0.61784	0.440592	0.329878	0.336505	0.333484	0.333289	0.0083632	0.0525687	0	0.00238949	0	0	5.18125	0.00468933	True	False
14	46300000	46400000	1461	825	42	11	21	0	8	2	0	45304	52940	53190	53248	53077	0.00438151	0.00439255	0.00435944	0.000187621	0.000154512	0.000165548	0.00339829	0.00354389	0.00250408	0.00260839	0.00251512	0.00261943	0.00248201	0.00258632	0.773597	0.639706	0	899.775	1476	0.45304	0.45304	44268	340	0.00768049	0.67861	0.442458	0.326031	0.327468	0.323157	0.325552	0.0133333	0.0509091	0	0.00969697	0.00242424	0	5.01286	0.007034	True	False
14	20500000	20600000	1582	904	20	0	9	0	3	0	0	46809	56057	56077	54169	54665	0.00306565	0.0037386	0.0035036	0.00222179	0.00309769	0.000961354	0.0032722	0.00342994	0.00240106	0.00247038	0.00249301	0.00265914	0.00221426	0.00234811	0.678197	0.633721	0	946.199	1616	0.46809	0.46809	45502	364	0.00799965	0.6117	0.409043	0.300146	0.31164	0.276794	0.296193	0	0.0221239	0	0.00331858	0	0	4.70741	0.00937866	True	False
14	40100000	40200000	1565	845	71	0	10	0	5	0	0	51834	60249	60210	59908	60416	0.00253694	0.00253694	0.00320253	9.64618e-05	0.00134082	0.00132153	0.0031877	0.00323082	0.00135892	0.00125805	0.00134956	0.00125649	0.00134999	0.00186571	0.699603	0.619154	0.991091	737.17	1585	0.51834	0.51834	51265	222	0.00433044	0.5531	0.736115	0.313806	0.311646	0.311743	0.312399	0	0.0840237	0	0.00591716	0	0	4.50272	0.0117233	True	False
14	42000000	42100000	1643	855	93	0	4	0	4	0	0	60282	69645	70589	70749	69802	0.00285326	0.00280349	0.00281178	4.97661e-05	5.80604e-05	8.29435e-06	0.00293388	0.00286133	0.000649645	0.000602414	0.000599992	0.000552648	0.000608273	0.000560761	0.784073	0.505695	0.473804	843.604	1650	0.60282	0.60282	59667	340	0.00569829	0.42935	0.514871	0.114007	0.105293	0.106747	0.108682	0	0.108772	0	0.00467836	0	0	3.88785	0.014068	True	False
14	92200000	92300000	1362	717	67	0	1	0	0	0	0	51500	60498	60958	60606	59862	0.00283495	0.00291262	0.00290291	7.76699e-05	6.79612e-05	9.70874e-05	0.0028725	0.0028176	0.00110665	0.00103333	0.00118426	0.00110982	0.00117455	0.0011001	0.645359	0.710074	1	747.528	1368	0.515	0.515	50221	233	0.00463949	0.65874	0.619142	0.238528	0.255256	0.253163	0.248983	0	0.0934449	0	0	0	0	3.73916	0.0164127	True	False
14	49000000	49100000	1378	737	35	12	19	1	7	0	0	42418	48813	48811	48833	48655	0.00332406	0.00326512	0.00322976	0.000318261	0.000282899	5.89372e-05	0.00287003	0.00283087	0.00147739	0.00156274	0.0014186	0.0015038	0.00138324	0.00146844	0.615044	0.828488	0.991279	948.326	1400	0.42418	0.42418	41911	304	0.00725347	0.64336	0.395677	0.203681	0.195575	0.1907	0.196652	0.0162822	0.0474898	0.00135685	0.00949796	0	0	3.73318	0.0187573	True	True
14	48300000	48400000	1572	883	16	3	5	11	1	0	0	50802	58686	58755	58727	58872	0.00145664	0.00141727	0.00145664	9.84213e-05	3.93685e-05	9.84213e-05	0.00280086	0.00250712	0.00304511	0.00282438	0.00304511	0.00282438	0.00304511	0.00282438	0.752126	0.660099	0	946.222	1585	0.50802	0.50802	50267	326	0.00648537	0.60562	0.431873	0.469535	0.469535	0.469535	0.469535	0.00339751	0.01812	0.0124575	0.0011325	0	0	3.56561	0.021102	True	False
14	56000000	56100000	1553	826	28	0	8	1	8	0	0	54154	64033	64285	64799	62781	0.0023821	0.00233593	0.0023267	0.000267755	0.000240056	8.30964e-05	0.00279274	0.00284604	0.00220709	0.00211678	0.00216072	0.00206513	0.00215038	0.00205252	0.715858	0.608586	1	564.242	1563	0.54154	0.54154	52014	302	0.00580613	0.51823	0.480999	0.380131	0.372144	0.370363	0.374213	0	0.0338983	0.00121065	0.00968523	0	0	3.54596	0.0234467	True	False
