chrom	start	end	n_pol	n_der_any	pat_den_only	pat_nea_all	pat_nea_any	pat_all_arch	pat_alt_only	pat_vin_only	pat_chag_only	callable_common	callable_den	callable_alt	callable_vin	callable_chag	div_den_alt	div_den_vin	div_den_chag	div_alt_vin	div_alt_chag	div_vin_chag	div_den_afr	div_den_eur	div_alt_afr	div_alt_eur	div_vin_afr	div_vin_eur	div_chag_afr	div_chag_eur	mean_map20	mean_rm	mean_ur	mean_bsc	n_sites	callable_frac	callable_frac_den	anc_valid_bp	hum_sub	sub_rate	repeat_frac	R_den_afr	R_alt_afr	R_vin_afr	R_chag_afr	R_nea_afr	f_nea_all	f_den_only	f_all_arch	f_alt_only	f_vin_only	f_chag_only	z_den_afr	p_den_afr	cddr	low_quality
17	3060000	3080000	279	157	30	0	0	0	0	0	0	7482	9088	9282	9410	9080	0.00721732	0.00748463	0.00748463	0.000267308	0.000267308	0.000133654	0.00748424	0.00746447	0.000712964	0.000681075	0.000968351	0.000936701	0.000968351	0.000936701	0.603434	0.819095	0	852.442	282	0.3741	0.3741	7339	51	0.00694918	0.8205	1.077	0.102597	0.139347	0.139347	0.127097	0	0.191083	0	0	0	0	10.7601	0.000589971	True	True
17	3080000	3100000	212	115	28	2	2	0	0	0	0	7236	8377	8579	8495	8510	0.0066335	0.0067026	0.0067026	6.90989e-05	6.90989e-05	0	0.0066363	0.00670837	0.000710572	0.000627944	0.000641473	0.000558845	0.000641473	0.000558845	0.683081	0.641791	0	793.396	213	0.3618	0.3618	7150	41	0.00573427	0.70585	1.15731	0.123917	0.111867	0.111867	0.115883	0.0173913	0.243478	0	0	0	0	9.3027	0.00117994	True	False
17	62300000	62320000	323	178	10	3	3	17	0	0	0	11479	13545	13664	13674	13355	0.00135029	0.00135029	0.00135029	0.000174231	0.000174231	0.000174231	0.00550442	0.00558698	0.00502528	0.00510784	0.00519951	0.00528207	0.00519951	0.00528207	0.769809	0.393443	0	510.549	326	0.57395	0.57395	11399	79	0.00693043	0.37455	0.794239	0.725104	0.750244	0.750244	0.741864	0.0168539	0.0561798	0.0955056	0	0	0	7.35726	0.00176991	True	False
17	700000	720000	547	280	22	0	4	0	2	0	1	10695	12539	12674	12906	12823	0.00575035	0.00575035	0.0058906	0.000374007	0.000607761	0.000327256	0.00546279	0.00552825	0.00331701	0.00294302	0.00323998	0.00290055	0.00337634	0.00302788	0.789394	0.631356	0	901.394	552	0.53475	0.53475	5987	58	0.00968766	0.25155	0.563891	0.342395	0.334444	0.34852	0.341786	0	0.0785714	0	0.00714286	0	0.00357143	7.28571	0.00235988	True	False
17	3100000	3120000	330	187	13	4	4	0	0	0	0	9807	11660	11317	11629	11581	0.00586316	0.00596513	0.00586316	0.000101968	0	0.000101968	0.00542188	0.00569019	0.00295709	0.00242077	0.00305906	0.00252274	0.00295709	0.00242077	0.747346	0.698113	0	747.088	333	0.49035	0.49035	9702	77	0.00793651	0.5917	0.683157	0.372593	0.385441	0.372593	0.376876	0.0213904	0.0695187	0	0	0	0	7.21541	0.00294985	True	False
17	260000	280000	275	153	2	0	0	0	0	0	0	8064	9756	10104	9819	9430	0.00514633	0.00502232	0.00508433	0.000124008	0.000186012	6.2004e-05	0.00537072	0.00533721	0.000998673	0.000895995	0.000875236	0.000771987	0.00093724	0.000833991		0.720779	0		311	0.4032	0.4032	7557	78	0.0103216	0.58505	0.520338	0.0967556	0.0847965	0.0908037	0.0907853	0	0.0130719	0	0	0	0	7.12747	0.00353982	True	False
17	63960000	63980000	333	195	4	0	2	0	0	2	0	10481	13174	12571	13032	12689	0.000190821	0.000333938	0.000286232	0.000143116	9.54107e-05	0.000143116	0.00470349	0.00476496	0.00451267	0.00457442	0.00465579	0.00471754	0.00460808	0.00466983	0.819444	0.395522	0.238806	795.187	334	0.52405	0.52405	10388	51	0.00490951	0.5269	0.958037	0.919169	0.94832	0.938603	0.935364	0	0.0205128	0	0	0.0102564	0	5.98067	0.00412979	True	False
17	81000000	81020000	363	209	4	7	7	3	0	0	0	8850	11258	11536	11358	10867	0.00158192	0.00180791	0.00180791	0.000225989	0.000225989	0	0.00468092	0.00455496	0.0051892	0.00516015	0.00540348	0.00538029	0.00540348	0.00538029	0.682817	0.769231	0	938.82	366	0.4425	0.4425	8321	82	0.00985458	0.44435	0.474999	0.526578	0.548322	0.548322	0.541074	0.0334928	0.0191388	0.0143541	0	0	0	5.94187	0.00471976	True	False
17	720000	740000	346	185	10	0	0	0	0	0	0	7435	9206	8864	8921	8920	0.00484196	0.00497646	0.00511096	0.000134499	0.000268998	0.000134499	0.00460737	0.00456313	0.00201259	0.00189059	0.00214464	0.00199474	0.00227669	0.0020989	0.525641	0.565574	0	914.217	350	0.37175	0.37175	7194	50	0.00695024	0.50545	0.662908	0.289571	0.308571	0.32757	0.308571	0	0.0540541	0	0	0	0	5.81546	0.00530973	True	False
17	10520000	10540000	392	227	3	2	2	17	0	0	0	10914	12916	13140	12780	13063	0.000687191	0.000687191	0.000778816	0.000274876	0.000274876	0.000274876	0.0044496	0.00444906	0.00412946	0.00412892	0.00431271	0.00431217	0.00440433	0.00440379	0.809211	0.268041	1	414	398	0.5457	0.5457	10756	66	0.00613611	0.34175	0.725149	0.672976	0.702841	0.717773	0.697863	0.00881057	0.0132159	0.0748899	0	0	0	5.54429	0.00589971	True	False
17	62320000	62340000	266	135	7	3	3	16	0	0	0	11025	13250	13109	13155	12962	0.000907029	0.000907029	0.000907029	0	0	0	0.00441628	0.00449064	0.00405347	0.00412801	0.00405347	0.00412801	0.00405347	0.00412801	0.712719	0.529915	0	528.06	266	0.55125	0.55125	10957	56	0.00511089	0.34765	0.864092	0.793104	0.793104	0.793104	0.793104	0.0222222	0.0518519	0.118519	0	0	0	5.48702	0.00648968	True	False
17	76640000	76660000	296	155	6	0	3	4	1	0	0	9405	11106	11489	11500	11318	0.00276449	0.00287081	0.00287081	0.000318979	0.000318979	0.000106326	0.00431085	0.00433086	0.00354066	0.00378651	0.00364699	0.00389283	0.00364699	0.00389283	0.623588	0.571429	0	894.95	300	0.47025	0.47025	9284	101	0.0108789	0.5528	0.396257	0.325461	0.335235	0.335235	0.331977	0	0.0387097	0.0258065	0.00645161	0	0	5.30581	0.00707965	True	False
17	80300000	80320000	308	171	6	0	2	1	2	0	0	9457	11400	11546	11235	11270	0.000898805	0.00100455	0.000951676	0.00058158	0.000528709	5.28709e-05	0.00430843	0.00426682	0.004133	0.00408803	0.00417868	0.00415676	0.00412597	0.0041041	0.725806	0.639098	0	863.368	375	0.47285	0.47285	6890	54	0.00783745	0.38605	0.549723	0.52734	0.533169	0.526443	0.528984	0	0.0350877	0.00584795	0.0116959	0	0	5.30165	0.00766962	True	False
17	41460000	41480000	287	170	11	0	8	4	8	0	0	9378	11820	11962	11967	11308	0.00402538	0.00389209	0.00383877	0.00330561	0.00325229	5.33163e-05	0.0042794	0.00419896	0.0042364	0.00417722	0.00114406	0.00108493	0.00109074	0.00103162	0.866788	0.481752	0	456.372	289	0.4689	0.4689	9313	48	0.00515409	0.47065	0.830292	0.82195	0.221971	0.211627	0.418516	0	0.0647059	0.0235294	0.0470588	0	0	5.25176	0.00825959	True	False
17	34260000	34280000	227	130	2	0	0	1	0	0	0	7168	8439	8343	8355	8227	0.00181362	0.00167411	0.00167411	0.000139509	0.000139509	0	0.00423864	0.00453813	0.00344855	0.00360416	0.00330904	0.00346465	0.00330904	0.00346465	0.659722	0.589744	0	761.708	229	0.3584	0.3584	7012	44	0.00627496	0.61295	0.675485	0.549573	0.52734	0.52734	0.534751	0	0.0153846	0.00769231	0	0	0	5.18171	0.00884956	True	False
17	64020000	64040000	316	184	1	4	6	0	1	0	0	11379	13091	13038	13040	12977	0.000615168	0.000527287	0.000527287	0.000175762	0.000263644	8.78812e-05	0.00420981	0.0044906	0.00464921	0.00493	0.00456133	0.00484212	0.00456133	0.00484212	0.375	0.8	1	777.55	317	0.56895	0.56895	11312	47	0.00415488	0.57075	1.01322	1.11898	1.09783	1.09783	1.10488	0.0217391	0.00543478	0	0.00543478	0	0	5.13215	0.00943953	True	True
17	70900000	70920000	399	226	7	1	1	0	0	0	0	10838	12769	13008	12847	12972	0.00106108	0.00106108	0.00101495	0.000276804	0.00023067	4.6134e-05	0.00420564	0.00407637	0.0037334	0.00353321	0.00384668	0.00365694	0.00380054	0.0036108	0.686214	0.530864	0	981.259	403	0.5419	0.5419	10345	83	0.0080232	0.41965	0.524185	0.465326	0.479444	0.473694	0.472821	0.00442478	0.0309735	0	0	0	0	5.12498	0.0100295	True	False
17	55820000	55840000	423	240	23	1	4	0	2	1	0	12284	14636	14852	14523	14742	0.00374471	0.00386682	0.00374471	0.000284923	0.000162813	0.000284923	0.00411918	0.00420228	0.00156014	0.00191817	0.00168225	0.00203971	0.00156014	0.00191817	0.825269	0.430108	0	883.505	429	0.6142	0.6142	12183	98	0.008044	0.417	0.512081	0.193951	0.209131	0.193951	0.199011	0.00416667	0.0958333	0	0.00833333	0.00416667	0	4.97638	0.0106195	True	False
17	10620000	10640000	283	171	6	3	3	10	0	0	0	10516	12625	12894	12991	12672	0.00180677	0.00180677	0.00185432	0	4.75466e-05	4.75466e-05	0.00410095	0.00390915	0.003148	0.00307219	0.003148	0.00307219	0.00319555	0.00311974	0.697327	0.690909	1	661.182	284	0.5258	0.5258	10434	43	0.00412114	0.56325	0.995101	0.763867	0.763867	0.775404	0.767713	0.0175439	0.0350877	0.0584795	0	0	0	4.94505	0.0112094	True	False
17	1900000	1920000	320	184	8	4	11	2	3	0	0	8604	9988	10904	10463	10827	0.00249884	0.00249884	0.00249884	0.0004649	0.00162715	0.00162715	0.00405187	0.00408448	0.00421243	0.00426489	0.00416953	0.00422694	0.00340764	0.00344676	0.67619	0.560748	0	802.798	327	0.4302	0.4302	8497	85	0.0100035	0.5043	0.405045	0.421096	0.416807	0.340644	0.392849	0.0217391	0.0434783	0.0108696	0.0163043	0	0	4.86069	0.0117994	True	False
17	79300000	79320000	382	202	7	4	4	1	0	0	0	11268	14267	15029	14600	14684	0.00124246	0.00110934	0.00106496	0.000221867	0.000177494	4.43734e-05	0.00404372	0.00428008	0.00388246	0.0041922	0.0041003	0.004413	0.00405593	0.00436863	0.842514	0.283333	0	933.383	384	0.5634	0.5634	11118	76	0.00683576	0.18375	0.591553	0.567964	0.599831	0.59334	0.587045	0.019802	0.0346535	0.0049505	0	0	0	4.84668	0.0123894	True	False
