chrom	start	end	n_pol	n_der_any	pat_den_only	pat_nea_all	pat_nea_any	pat_all_arch	pat_alt_only	pat_vin_only	pat_chag_only	callable_common	callable_den	callable_alt	callable_vin	callable_chag	div_den_alt	div_den_vin	div_den_chag	div_alt_vin	div_alt_chag	div_vin_chag	div_den_afr	div_den_eur	div_alt_afr	div_alt_eur	div_vin_afr	div_vin_eur	div_chag_afr	div_chag_eur	mean_map20	mean_rm	mean_ur	mean_bsc	n_sites	callable_frac	callable_frac_den	anc_valid_bp	hum_sub	sub_rate	repeat_frac	R_den_afr	R_alt_afr	R_vin_afr	R_chag_afr	R_nea_afr	f_nea_all	f_den_only	f_all_arch	f_alt_only	f_vin_only	f_chag_only	z_den_afr	p_den_afr	cddr	low_quality
18	77200000	77300000	2534	1337	42	4	18	2	10	3	0	58816	71765	73428	71898	71081	0.00224429	0.00220178	0.00220178	0.000297538	0.000297538	0.000255033	0.00296616	0.00298373	0.00267509	0.00235106	0.00263652	0.00232679	0.00262981	0.00233115	0.861594	0.453961	0	977.272	2568	0.58816	0.58816	54163	533	0.00984067	0.19836	0.301419	0.27184	0.267921	0.267239	0.269	0.00299177	0.0314136	0.00149589	0.00747943	0.00224383	0	3.50093	0.00273598	True	False
18	75900000	76000000	2392	1267	3	17	28	10	4	2	1	64453	76134	76452	76411	75038	0.00086885	0.00176097	0.00172994	0.000992972	0.000938668	0.000170667	0.0029424	0.00303495	0.00296385	0.00295556	0.00308591	0.00297573	0.00305487	0.00294595	0.849652	0.491443	1	996.985	2419	0.64453	0.64453	63112	550	0.00871467	0.39458	0.337637	0.340099	0.354105	0.350543	0.348249	0.0134175	0.0023678	0.00789266	0.00315706	0.00157853	0.000789266	3.44741	0.00547196	True	False
18	1900000	2000000	1599	970	28	7	12	0	4	0	0	54232	63694	63437	63517	62637	0.00269214	0.00295029	0.00270136	0.00104182	0.000165954	0.000903526	0.00288962	0.00284259	0.00290626	0.0026607	0.00251534	0.00247866	0.00288935	0.00266088	0.685814	0.684343	0	987.417	1627	0.54232	0.54232	53671	426	0.00793725	0.61488	0.364058	0.366155	0.316903	0.364025	0.349027	0.00721649	0.028866	0	0.00412371	0	0	3.32855	0.00820793	True	False
18	75800000	75900000	2505	1353	8	3	10	6	2	3	1	67471	78746	80016	80236	78603	0.00117087	0.00210831	0.00205273	0.00116717	0.00108195	0.00049651	0.00284393	0.00281587	0.00279126	0.0027378	0.00274759	0.00261735	0.0027842	0.00269705	0.825397	0.415423	0.783582	998.785	2537	0.67471	0.67471	66443	708	0.0106558	0.262	0.26689	0.261948	0.257849	0.261285	0.260361	0.00221729	0.00591279	0.00443459	0.0014782	0.00221729	0.000739098	3.22566	0.0109439	True	False
18	62500000	62600000	1863	1001	43	4	11	4	6	0	0	59694	69039	69199	69785	68661	0.00182598	0.002027	0.00189299	0.00031829	0.000201025	0.000326666	0.00283807	0.00273155	0.00144178	0.00137495	0.0014136	0.00132166	0.00149054	0.00143024	0.813406	0.515152	1	979.606	1888	0.59694	0.59694	59110	473	0.00800203	0.50103	0.354669	0.180177	0.176656	0.186271	0.181034	0.003996	0.042957	0.003996	0.00599401	0	0	3.21246	0.0136799	True	False
18	11600000	11700000	1202	683	20	5	5	0	0	0	0	35680	41556	43019	42390	41696	0.00196188	0.0019759	0.00201794	1.40135e-05	0.000336323	0.000322309	0.00283401	0.00303022	0.00195125	0.00212842	0.00196527	0.00214243	0.00189659	0.0020635	0.809002	0.246231	0.0552764	955.685	1227	0.3568	0.3568	31415	228	0.00725768	0.55806	0.390484	0.268854	0.270784	0.261322	0.266987	0.00732064	0.0292826	0	0	0	0	3.20332	0.0164159	True	False
18	55500000	55600000	1507	817	27	12	28	7	15	0	0	51989	61140	61256	61470	60214	0.0019331	0.00191387	0.00191387	0.000644367	0.00055781	0.000173114	0.00282607	0.00288447	0.0030627	0.00314676	0.00282196	0.00290004	0.0028219	0.00289484	0.678114	0.587927	0.889764	947.696	1521	0.51989	0.51989	47973	324	0.0067538	0.58659	0.418442	0.453479	0.417833	0.417824	0.429712	0.0146879	0.0330477	0.00856793	0.0183599	0	0	3.18544	0.0191518	True	False
18	61400000	61500000	1827	946	14	5	20	13	2	0	2	61210	70626	70250	70513	69938	0.00137232	0.00108642	0.00106192	0.000547296	0.00052279	0.000955726	0.00281351	0.00302359	0.00242728	0.0026198	0.00241309	0.0025965	0.00265512	0.00286163	0.745056	0.51105	0	777.055	1855	0.6121	0.6121	60653	456	0.00751818	0.42702	0.374227	0.322855	0.320967	0.35316	0.332328	0.00528541	0.0147992	0.0137421	0.00211416	0	0.00211416	3.15715	0.0218878	True	False
18	61300000	61400000	1300	694	25	0	13	2	3	1	0	40546	47069	47138	47123	46837	0.00189908	0.00122084	0.00184975	0.00183742	7.399e-05	0.00176343	0.00279767	0.00273798	0.00187079	0.00162816	0.00263031	0.00262067	0.00182146	0.00157884	0.732169	0.566524	0	796.305	1322	0.40546	0.40546	39984	403	0.010079	0.54495	0.277574	0.185613	0.260969	0.180719	0.2091	0	0.0360231	0.00288184	0.00432277	0.00144092	0	3.12148	0.0246238	True	False
18	28800000	28900000	1642	916	18	10	22	1	0	0	0	53881	63344	63361	63398	62862	0.00198586	0.0020137	0.00290455	0.00120636	0.0012806	0.00129916	0.00274413	0.00289394	0.0025305	0.00274539	0.00257431	0.00279944	0.00260965	0.0029075	0.765833	0.577844	1	728.923	1662	0.53881	0.53881	53141	421	0.00792232	0.47828	0.34638	0.319415	0.324943	0.329405	0.324588	0.010917	0.0196507	0.0010917	0	0	0	3.00092	0.0273598	True	False
