chrom	start	end	n_pol	n_der_any	pat_den_only	pat_nea_all	pat_nea_any	pat_all_arch	pat_alt_only	pat_vin_only	pat_chag_only	callable_common	callable_den	callable_alt	callable_vin	callable_chag	div_den_alt	div_den_vin	div_den_chag	div_alt_vin	div_alt_chag	div_vin_chag	div_den_afr	div_den_eur	div_alt_afr	div_alt_eur	div_vin_afr	div_vin_eur	div_chag_afr	div_chag_eur	mean_map20	mean_rm	mean_ur	mean_bsc	n_sites	callable_frac	callable_frac_den	anc_valid_bp	hum_sub	sub_rate	repeat_frac	R_den_afr	R_alt_afr	R_vin_afr	R_chag_afr	R_nea_afr	f_nea_all	f_den_only	f_all_arch	f_alt_only	f_vin_only	f_chag_only	z_den_afr	p_den_afr	cddr	low_quality
17	3050000	3100000	606	344	67	3	3	0	0	0	0	17098	20362	20838	20950	20487	0.00707685	0.00722307	0.00722307	0.000146216	0.000146216	5.84864e-05	0.00727192	0.00735309	0.000851176	0.000830647	0.000933688	0.000913265	0.000933688	0.000913265	0.643446	0.701799	0	832.735	610	0.34196	0.34196	16286	110	0.00675427	0.7431	1.07664	0.12602	0.138237	0.138237	0.134165	0.00872093	0.194767	0	0	0	0	11.4165	0.00144718	True	False
17	62300000	62350000	753	414	23	13	13	39	0	0	0	28471	34061	34100	33949	33493	0.0014225	0.00145762	0.00145762	0.00010537	0.00010537	0.000140494	0.00482376	0.00490022	0.00459543	0.00467199	0.0047008	0.00477736	0.0047008	0.00477736	0.73669	0.467354	0	528.447	758	0.56942	0.56942	28269	169	0.00597828	0.374	0.806881	0.768688	0.786313	0.786313	0.780438	0.031401	0.0555556	0.0942029	0	0	0	6.76668	0.00289436	True	False
17	700000	750000	1045	542	34	0	4	0	2	0	1	21670	26107	26008	26246	25996	0.00507614	0.00514536	0.00523766	0.000253807	0.000392247	0.000230734	0.00446701	0.00444935	0.00287882	0.00265543	0.00290919	0.00269328	0.00299872	0.00276878	0.677583	0.633838	0	909.396	1056	0.4334	0.4334	16413	133	0.00810333	0.39448	0.551257	0.355264	0.359011	0.37006	0.361445	0	0.0627306	0	0.00369004	0	0.00184502	6.08911	0.00434153	True	False
17	63950000	64000000	667	394	11	1	7	2	0	3	1	23882	29335	28616	29082	28349	0.000586216	0.000586216	0.000544343	0.000209363	0.000293108	0.000209363	0.00380278	0.00413243	0.00363523	0.00396506	0.00368733	0.00400976	0.00364549	0.00396781	0.743476	0.554386	0.42807	796.193	669	0.47764	0.47764	23679	121	0.00511001	0.57298	0.744183	0.711393	0.72159	0.713403	0.715462	0.00253807	0.0279188	0.00507614	0	0.00761421	0.00253807	4.82754	0.00578871	True	False
17	64000000	64050000	754	408	9	6	9	3	1	1	0	26949	30973	30866	30768	30793	0.00057516	0.00057516	0.000538053	0.000111321	0.000111321	7.42143e-05	0.00334486	0.00391669	0.00336341	0.00393524	0.0033633	0.00393524	0.0033263	0.00389813	0.560284	0.659574	1	777.617	758	0.53898	0.53898	26701	103	0.00385753	0.63802	0.867098	0.871907	0.871878	0.862288	0.868691	0.0147059	0.0220588	0.00735294	0.00245098	0.00245098	0	3.95779	0.00723589	True	False
17	4300000	4350000	562	317	1	2	5	1	2	0	0	16268	19947	19106	19045	18851	0.00156749	0.00172117	0.00169044	0.000461028	0.000307352	0.000153676	0.00330019	0.00322862	0.00342118	0.00332821	0.00356589	0.00344835	0.00353515	0.00341762	0.342687	0.805461	0	725.762	579	0.32536	0.32536	14185	95	0.00669722	0.71418	0.49277	0.510835	0.532443	0.527854	0.523711	0.00630915	0.00315457	0.00315457	0.00630915	0	0	3.87296	0.00868307	True	True
17	250000	300000	616	341	3	0	0	0	0	0	0	18955	23266	23475	22745	22424	0.00313901	0.00324453	0.0032709	0.000422052	0.00044843	0.000131891	0.00328952	0.00335701	0.00101737	0.00107008	0.00107771	0.00110039	0.00110401	0.00112524		0.76494	0		673	0.3791	0.3791	15905	144	0.00905376	0.5661	0.363332	0.11237	0.119035	0.121939	0.117781	0	0.00879765	0	0	0	0	3.85269	0.0101302	True	False
17	77650000	77700000	794	463	15	4	5	0	0	0	0	20417	24256	24502	24312	24367	0.00374688	0.00374688	0.00355096	0.000367341	0.000342852	0.000367341	0.00324832	0.0032806	0.00261383	0.00272755	0.00264208	0.00277015	0.00249317	0.00257462	0.71875	0.296443	0		814	0.40834	0.40834	19914	184	0.00923973	0.3864	0.35156	0.28289	0.285948	0.269832	0.279557	0.00863931	0.0323974	0	0	0	0	3.77444	0.0115774	True	False
17	58800000	58850000	406	218	4	0	0	3	0	0	0	17067	20220	20110	20032	19709	0.000205074	0.000351556	0.000322259	0.000146482	0.000117185	0.000146482	0.00315878	0.0018918	0.00295371	0.00168673	0.00310019	0.00183321	0.00307089	0.00180391	0.494648	0.744395	1	569.803	412	0.34134	0.34134	16901	95	0.00562097	0.73218	0.561964	0.52548	0.55154	0.546328	0.541116	0	0.0183486	0.0137615	0	0	0	3.60438	0.0130246	True	True
17	34250000	34300000	479	252	5	0	0	1	0	0	0	15326	18000	17926	17854	17790	0.00270782	0.00264257	0.00264257	0.000195746	0.000195746	6.52486e-05	0.00312431	0.00336112	0.00283368	0.00277105	0.00270758	0.00264068	0.00264672	0.00257556	0.559028	0.630542	0	781.834	491	0.30652	0.30652	15094	106	0.00702266	0.61216	0.44489	0.403505	0.385548	0.376883	0.388645	0	0.0198413	0.00396825	0	0	0	3.53891	0.0144718	True	False
17	81000000	81050000	1145	616	10	8	10	3	0	1	0	27001	33332	35751	35052	33874	0.00120366	0.00125921	0.00127773	0.000240732	0.00025925	0.000111107	0.00305513	0.00293063	0.00319344	0.00305749	0.00324515	0.00311113	0.00326367	0.00312964	0.698593	0.510823	0	938.82	1179	0.54002	0.54002	25288	238	0.00941158	0.25258	0.324614	0.33931	0.344804	0.346772	0.343629	0.012987	0.0162338	0.00487013	0	0.00162338	0	3.40751	0.015919	True	False
17	10550000	10600000	869	471	5	3	8	10	3	0	0	27521	31905	32039	32420	31818	0.000654046	0.000654046	0.000635878	0.000254351	0.000272519	0.000199847	0.00303061	0.00303486	0.00299908	0.00305755	0.0029907	0.00304646	0.00298092	0.00303938	0.684938	0.463158	1	611.795	880	0.55042	0.55042	27282	171	0.00626787	0.43908	0.483516	0.478485	0.477148	0.475587	0.477073	0.00636943	0.0106157	0.0212314	0.00636943	0	0	3.36095	0.0173661	True	False
17	10600000	10650000	748	429	8	5	6	22	0	0	0	28071	33327	33812	33922	32861	0.000801539	0.000837163	0.000837163	3.5624e-05	7.12479e-05	7.12479e-05	0.00302809	0.0030268	0.0026889	0.00273107	0.00272453	0.0027667	0.00272453	0.0027667	0.712087	0.591093	1	658.315	753	0.56142	0.56142	25790	119	0.00461419	0.47316	0.656255	0.582747	0.590467	0.590467	0.587894	0.011655	0.018648	0.0512821	0	0	0	3.35615	0.0188133	True	False
17	5250000	5300000	774	383	29	2	3	0	1	0	0	25571	30207	30390	30229	30016	0.00244418	0.00252239	0.00248328	0.000156427	0.00011732	3.91068e-05	0.00300716	0.0030848	0.00131526	0.00128265	0.00139348	0.00136086	0.00135437	0.00132176	0.657828	0.53405	0.956989	473.061	780	0.51142	0.51142	23822	89	0.00373604	0.47302	0.804906	0.352047	0.372982	0.362515	0.362515	0.00522193	0.075718	0	0.00261097	0	0	3.3164	0.0202605	True	False
17	79150000	79200000	1094	584	20	11	14	1	1	0	0	27670	32885	34681	33764	33385	0.00187929	0.00191543	0.00191543	0.000216841	0.000216841	7.22804e-05	0.00295422	0.00292758	0.00238606	0.00232707	0.0025397	0.00249943	0.00253959	0.00249943	0.796351	0.318436	0	878.592	1105	0.5534	0.5534	24779	235	0.00948384	0.30682	0.3115	0.251592	0.267792	0.267781	0.262388	0.0188356	0.0342466	0.00171233	0.00171233	0	0	3.21585	0.0217077	True	False
17	39200000	39250000	677	398	6	6	10	4	3	0	0	19965	23451	23194	23451	23041	0.000576008	0.000651139	0.000676183	0.000225394	0.000250438	7.51315e-05	0.00292378	0.00361628	0.00302888	0.00373463	0.00308389	0.00380289	0.00310894	0.00382793	0.728632	0.551351	0	574.546	692	0.3993	0.3993	8851	55	0.00621399	0.53322	0.470516	0.487429	0.496282	0.500312	0.494675	0.0150754	0.0150754	0.0100503	0.00753769	0	0	3.15804	0.0231548	True	False
17	80950000	81000000	847	480	14	7	11	1	3	0	0	21592	26437	26529	26333	25698	0.00349667	0.00351982	0.00351982	0.000301037	0.000254724	0.000185254	0.0029182	0.00316649	0.00308302	0.00290628	0.00307233	0.00289445	0.0030723	0.00289445	0.637121	0.785124	0	925.541	868	0.43184	0.43184	19554	182	0.00930756	0.47764	0.31353	0.331238	0.33009	0.330086	0.330471	0.0145833	0.0291667	0.00208333	0.00625	0	0	3.14743	0.024602	True	False
17	52650000	52700000	695	401	11	5	10	1	2	2	0	21679	25353	25665	25319	25329	0.000784169	0.000807233	0.000807233	0.000115319	0.000161447	0.00018451	0.0029145	0.00212654	0.00294692	0.00218982	0.00296998	0.00221288	0.00296998	0.00221288	0.720238	0.794118	1	897.618	703	0.43358	0.43358	20444	161	0.00787517	0.72464	0.370088	0.374204	0.377132	0.377132	0.376156	0.0124688	0.0274314	0.00249377	0.00498753	0.00498753	0	3.14042	0.0260492	True	False
17	39150000	39200000	834	482	21	6	11	2	2	1	0	30134	34917	35021	34978	34333	0.00160948	0.00167585	0.00165926	0.000414814	0.000348444	0.000331851	0.00286809	0.00251731	0.0023764	0.00218652	0.00251201	0.00234403	0.00242292	0.00223409	0.757576	0.539326	0	597.506	966	0.60268	0.60268	4177	22	0.00526694	0.4259	0.544546	0.451191	0.476939	0.460025	0.462718	0.0124481	0.0435685	0.00414938	0.00414938	0.00207469	0	3.05226	0.0274964	True	False
17	10500000	10550000	867	472	7	2	4	22	1	1	0	27824	33147	33454	32898	33028	0.000485193	0.000485193	0.000467223	0.000215641	0.000161731	0.000161731	0.00286793	0.00280013	0.00263481	0.00256673	0.00270637	0.00263861	0.00268883	0.00262064	0.754566	0.321637	1	351.713	875	0.55648	0.55648	27029	152	0.00562359	0.35134	0.509983	0.468528	0.481252	0.478134	0.475972	0.00423729	0.0148305	0.0466102	0.00211864	0.00211864	0	3.05197	0.0289436	True	False
