chrom	start	end	anc_valid_bp	hum_sub	repeat_bp	mask_bp	sub_rate	repeat_frac	anc_cov
13	0	100000	0	0	0	0		0	
13	100000	200000	0	0	0	0		0	
13	200000	300000	0	0	0	0		0	
13	300000	400000	0	0	0	0		0	
13	400000	500000	0	0	0	0		0	
13	500000	600000	0	0	0	0		0	
13	600000	700000	0	0	0	0		0	
13	700000	800000	0	0	0	0		0	
13	800000	900000	0	0	0	0		0	
13	900000	1000000	0	0	0	0		0	
13	1000000	1100000	0	0	0	0		0	
13	1100000	1200000	0	0	0	0		0	
13	1200000	1300000	0	0	0	0		0	
13	1300000	1400000	0	0	0	0		0	
13	1400000	1500000	0	0	0	0		0	
13	1500000	1600000	0	0	0	0		0	
13	1600000	1700000	0	0	0	0		0	
13	1700000	1800000	0	0	0	0		0	
13	1800000	1900000	0	0	0	0		0	
13	1900000	2000000	0	0	0	0		0	
13	2000000	2100000	0	0	0	0		0	
13	2100000	2200000	0	0	0	0		0	
13	2200000	2300000	0	0	0	0		0	
13	2300000	2400000	0	0	0	0		0	
13	2400000	2500000	0	0	0	0		0	
13	2500000	2600000	0	0	0	0		0	
13	2600000	2700000	0	0	0	0		0	
13	2700000	2800000	0	0	0	0		0	
13	2800000	2900000	0	0	0	0		0	
13	2900000	3000000	0	0	0	0		0	
13	3000000	3100000	0	0	0	0		0	
13	3100000	3200000	0	0	0	0		0	
13	3200000	3300000	0	0	0	0		0	
13	3300000	3400000	0	0	0	0		0	
13	3400000	3500000	0	0	0	0		0	
13	3500000	3600000	0	0	0	0		0	
13	3600000	3700000	0	0	0	0		0	
13	3700000	3800000	0	0	0	0		0	
13	3800000	3900000	0	0	0	0		0	
13	3900000	4000000	0	0	0	0		0	
13	4000000	4100000	0	0	0	0		0	
13	4100000	4200000	0	0	0	0		0	
13	4200000	4300000	0	0	0	0		0	
13	4300000	4400000	0	0	0	0		0	
13	4400000	4500000	0	0	0	0		0	
13	4500000	4600000	0	0	0	0		0	
13	4600000	4700000	0	0	0	0		0	
13	4700000	4800000	0	0	0	0		0	
13	4800000	4900000	0	0	0	0		0	
13	4900000	5000000	0	0	0	0		0	
13	5000000	5100000	0	0	0	0		0	
13	5100000	5200000	0	0	0	0		0	
13	5200000	5300000	0	0	0	0		0	
13	5300000	5400000	0	0	0	0		0	
13	5400000	5500000	0	0	0	0		0	
13	5500000	5600000	0	0	0	0		0	
13	5600000	5700000	0	0	0	0		0	
13	5700000	5800000	0	0	0	0		0	
13	5800000	5900000	0	0	0	0		0	
13	5900000	6000000	0	0	0	0		0	
13	6000000	6100000	0	0	0	0		0	
13	6100000	6200000	0	0	0	0		0	
13	6200000	6300000	0	0	0	0		0	
