chrom	start	end	anc_valid_bp	hum_sub	repeat_bp	mask_bp	sub_rate	repeat_frac	anc_cov
20	0	20000	0	0	0	0		0	
20	20000	40000	0	0	0	0		0	
20	40000	60000	0	0	0	0		0	
20	60000	80000	0	0	12711	9732		0.63555	0
20	80000	100000	7830	55	16641	9204	0.00702427	0.83205	0.850717
20	100000	120000	6662	33	17492	6784	0.00495347	0.8746	0.982017
20	120000	140000	12060	83	10692	12262	0.00688226	0.5346	0.983526
20	140000	160000	5620	36	17185	5831	0.00640569	0.85925	0.963814
20	160000	180000	122	2	14679	5934	0.0163934	0.73395	0.0205595
20	180000	200000	6811	45	12857	10888	0.00660696	0.64285	0.625551
20	200000	220000	9134	47	12947	9299	0.00514561	0.64735	0.982256
20	220000	240000	8494	58	14675	9053	0.00682835	0.73375	0.938253
20	240000	260000	10894	86	12254	11155	0.00789425	0.6127	0.976602
20	260000	280000	9819	72	12486	10237	0.00733272	0.6243	0.959168
20	280000	300000	7163	43	14226	8851	0.00600307	0.7113	0.809287
20	300000	320000	7370	52	11815	8724	0.00705563	0.59075	0.844796
20	320000	340000	8490	81	12388	9845	0.00954064	0.6194	0.862367
20	340000	360000	9377	56	13213	10013	0.00597206	0.66065	0.936483
20	360000	380000	8286	61	11713	9789	0.00736182	0.58565	0.84646
20	380000	400000	9316	49	14920	9420	0.00525977	0.746	0.98896
20	400000	420000	12012	80	7545	12257	0.00666001	0.37725	0.980011
20	420000	440000	7174	51	10042	8018	0.007109	0.5021	0.894737
20	440000	460000	7071	59	13761	7181	0.00834394	0.68805	0.984682
20	460000	480000	9225	53	7068	11366	0.00574526	0.3534	0.811631
20	480000	500000	10194	69	8921	10320	0.00676869	0.44605	0.987791
20	500000	520000	8534	46	12620	8644	0.0053902	0.631	0.987274
20	520000	540000	10769	67	14539	11123	0.00622156	0.72695	0.968174
20	540000	560000	11161	71	11276	11443	0.00636144	0.5638	0.975356
20	560000	580000	8798	59	14462	9316	0.00670607	0.7231	0.944397
20	580000	600000	11834	91	9905	12414	0.00768971	0.49525	0.953279
20	600000	620000	12108	71	13322	12240	0.00586389	0.6661	0.989216
20	620000	640000	10736	121	12398	11085	0.0112705	0.6199	0.968516
20	640000	660000	11402	88	5870	12676	0.00771794	0.2935	0.899495
20	660000	680000	12617	93	13271	12749	0.00737101	0.66355	0.989646
20	680000	700000	11924	80	11200	12210	0.00670916	0.56	0.976577
20	700000	720000	9394	103	11759	10402	0.0109644	0.58795	0.903096
20	720000	740000	8561	79	15553	8673	0.00922789	0.77765	0.987086
20	740000	760000	10976	101	10357	11288	0.0092019	0.51785	0.97236
20	760000	780000	115	0	19705	1912	0	0.98525	0.0601464
20	780000	800000	0	0	17435	4876		0.87175	0
20	800000	820000	9499	65	12138	10268	0.00684283	0.6069	0.925107
20	820000	840000	11902	92	8718	12036	0.00772979	0.4359	0.988867
20	840000	860000	12380	74	8818	12978	0.00597738	0.4409	0.953922
20	860000	880000	8421	59	10364	12329	0.00700629	0.5182	0.683024
20	880000	900000	12075	93	10678	12891	0.00770186	0.5339	0.9367
20	900000	920000	11038	93	14576	11185	0.00842544	0.7288	0.986857
20	920000	940000	10806	69	11837	11365	0.00638534	0.59185	0.950814
20	940000	960000	12013	92	9371	13850	0.00765837	0.46855	0.867365
20	960000	980000	12852	105	10744	12984	0.00816993	0.5372	0.989834
20	980000	1000000	12293	63	10632	12879	0.00512487	0.5316	0.9545
20	1000000	1020000	12238	88	12350	12356	0.00719072	0.6175	0.99045
20	1020000	1040000	13826	87	11048	14003	0.00629249	0.5524	0.98736
20	1040000	1060000	7758	61	14210	12331	0.00786285	0.7105	0.629146
20	1060000	1080000	10186	59	11401	12556	0.00579226	0.57005	0.811246
20	1080000	1100000	10318	62	13830	10412	0.00600892	0.6915	0.990972
20	1100000	1120000	12107	91	11591	12193	0.00751631	0.57955	0.992947
20	1120000	1140000	10680	76	15004	10767	0.0071161	0.7502	0.99192
20	1140000	1160000	12756	102	5727	14076	0.00799624	0.28635	0.906223
20	1160000	1180000	12054	81	10507	12262	0.00671976	0.52535	0.983037
20	1180000	1200000	10132	61	13787	10373	0.00602053	0.68935	0.976767
20	1200000	1220000	9136	57	11697	9201	0.00623905	0.58485	0.992936
20	1220000	1240000	11471	61	9007	11568	0.00531776	0.45035	0.991615
20	1240000	1260000	11732	60	10886	11829	0.00511422	0.5443	0.9918
20	1260000	1280000	14271	73	6946	14403	0.00511527	0.3473	0.990835
20	1280000	1300000	12608	84	6339	12862	0.00666244	0.31695	0.980252
20	1300000	1320000	12934	97	8999	13837	0.00749961	0.44995	0.93474
20	1320000	1340000	6355	51	17757	6423	0.00802518	0.88785	0.989413
20	1340000	1360000	11681	82	7009	11843	0.00701995	0.35045	0.986321
20	1360000	1380000	11374	72	11022	11473	0.00633023	0.5511	0.991371
20	1380000	1400000	8648	70	15309	9477	0.00809436	0.76545	0.912525
20	1400000	1420000	10356	83	15157	10481	0.00801468	0.75785	0.988074
20	1420000	1440000	14128	92	4740	14228	0.00651189	0.237	0.992972
20	1440000	1460000	13276	97	9735	13404	0.00730642	0.48675	0.990451
20	1460000	1480000	9444	81	15920	9672	0.00857687	0.796	0.976427
20	1480000	1500000	12441	93	12581	12703	0.00747528	0.62905	0.979375
20	1500000	1520000	11431	85	13622	11754	0.00743592	0.6811	0.97252
20	1520000	1540000	8841	85	13598	8997	0.0096143	0.6799	0.982661
20	1540000	1560000	2711	31	8999	7600	0.0114349	0.44995	0.356711
20	1560000	1580000	2990	17	10243	3026	0.00568562	0.51215	0.988103
20	1580000	1600000	1100	4	10760	3732	0.00363636	0.538	0.294748
20	1600000	1620000	0	0	9199	11268		0.45995	0
20	1620000	1640000	0	0	13560	7228		0.678	0
20	1640000	1660000	4695	49	9529	10901	0.0104366	0.47645	0.430694
20	1660000	1680000	8463	53	11144	9839	0.00626255	0.5572	0.860148
20	1680000	1700000	5537	48	15074	9481	0.00866895	0.7537	0.58401
20	1700000	1720000	1427	9	14373	7275	0.00630694	0.71865	0.196151
20	1720000	1740000	8488	58	13000	8579	0.00683318	0.65	0.989393
20	1740000	1760000	4779	51	10741	11693	0.0106717	0.53705	0.408706
20	1760000	1780000	12198	93	14704	12338	0.0076242	0.7352	0.988653
20	1780000	1800000	12246	98	11060	13774	0.00800261	0.553	0.889066
20	1800000	1820000	13986	67	11008	14159	0.0047905	0.5504	0.987782
20	1820000	1840000	12572	74	11765	12682	0.0058861	0.58825	0.991326
20	1840000	1860000	13211	83	9286	13366	0.00628264	0.4643	0.988403
20	1860000	1880000	12970	91	7997	13496	0.00701619	0.39985	0.961025
20	1880000	1900000	12358	115	8724	12581	0.00930571	0.4362	0.982275
20	1900000	1920000	12621	81	6672	12743	0.00641787	0.3336	0.990426
20	1920000	1940000	13125	95	10925	13259	0.0072381	0.54625	0.989894
20	1940000	1960000	12979	100	10622	13273	0.00770475	0.5311	0.97785
20	1960000	1980000	14365	116	7864	14525	0.00807518	0.3932	0.988985
20	1980000	2000000	12890	88	15440	13045	0.006827	0.772	0.988118
20	2000000	2020000	12701	94	11811	12862	0.00740099	0.59055	0.987483
20	2020000	2040000	11779	65	15643	11899	0.0055183	0.78215	0.989915
20	2040000	2060000	7234	69	16904	7699	0.00953829	0.8452	0.939603
20	2060000	2080000	10950	81	13273	11960	0.00739726	0.66365	0.915552
20	2080000	2100000	12222	71	5938	12332	0.0058092	0.2969	0.99108
20	2100000	2120000	13071	72	6882	13192	0.00550838	0.3441	0.990828
20	2120000	2140000	13738	80	7708	13895	0.00582326	0.3854	0.988701
20	2140000	2160000	12301	102	12115	12438	0.00829201	0.60575	0.988985
20	2160000	2180000	11014	75	11389	11935	0.00680952	0.56945	0.922832
20	2180000	2200000	10343	91	11707	10480	0.00879822	0.58535	0.986927
20	2200000	2220000	10595	87	12112	10716	0.00821142	0.6056	0.988708
20	2220000	2240000	7634	79	14306	8742	0.0103484	0.7153	0.873256
20	2240000	2260000	7137	52	13432	7248	0.00728597	0.6716	0.984685
20	2260000	2280000	12182	83	8097	12299	0.00681333	0.40485	0.990487
20	2280000	2300000	11495	71	9407	12252	0.0061766	0.47035	0.938214
20	2300000	2320000	11985	106	6942	13574	0.00884439	0.3471	0.882938
20	2320000	2340000	12674	95	12829	12789	0.00749566	0.64145	0.991008
20	2340000	2360000	10030	76	15337	10412	0.00757727	0.76685	0.963312
20	2360000	2380000	12598	91	9522	13449	0.00722337	0.4761	0.936724
20	2380000	2400000	10730	82	13325	10837	0.00764212	0.66625	0.990126
20	2400000	2420000	7649	61	14647	8764	0.0079749	0.73235	0.872775
20	2420000	2440000	9723	70	16110	9853	0.00719942	0.8055	0.986806
20	2440000	2460000	11360	86	9052	11478	0.00757042	0.4526	0.989719
20	2460000	2480000	11599	89	9246	11735	0.00767308	0.4623	0.988411
20	2480000	2500000	7443	65	13511	7511	0.00873304	0.67555	0.990947
20	2500000	2520000	11359	78	8250	11482	0.0068668	0.4125	0.989288
20	2520000	2540000	8103	68	15843	8198	0.00839195	0.79215	0.988412
20	2540000	2560000	9920	66	12367	9994	0.00665323	0.61835	0.992596
20	2560000	2580000	9866	74	12375	10445	0.00750051	0.61875	0.944567
20	2580000	2600000	11124	60	9985	11533	0.00539374	0.49925	0.964537
20	2600000	2620000	10066	73	14345	10182	0.00725214	0.71725	0.988607
20	2620000	2640000	10203	55	6953	10281	0.00539057	0.34765	0.992413
20	2640000	2660000	10781	49	12750	10878	0.00454503	0.6375	0.991083
20	2660000	2680000	9160	78	8467	9521	0.00851528	0.42335	0.962084
20	2680000	2700000	10940	87	12003	11298	0.00795247	0.60015	0.968313
20	2700000	2720000	10786	84	15499	10895	0.00778787	0.77495	0.989995
20	2720000	2740000	9669	62	5103	12628	0.00641225	0.25515	0.765679
20	2740000	2760000	8930	56	12941	9383	0.006271	0.64705	0.951721
20	2760000	2780000	4632	21	13048	10262	0.00453368	0.6524	0.451374
20	2780000	2800000	10263	78	11369	10418	0.00760012	0.56845	0.985122
20	2800000	2820000	7013	34	11992	8161	0.00484814	0.5996	0.859331
20	2820000	2840000	7966	35	14411	8164	0.00439367	0.72055	0.975747
20	2840000	2860000	12260	60	5297	12436	0.00489396	0.26485	0.985848
20	2860000	2880000	8620	34	14918	9069	0.00394432	0.7459	0.950491
20	2880000	2900000	8310	48	14767	8393	0.00577617	0.73835	0.990111
20	2900000	2920000	8663	31	13471	8702	0.00357844	0.67355	0.995518
20	2920000	2940000	8802	27	14519	9023	0.00306748	0.72595	0.975507
20	2940000	2960000	9658	51	11905	9739	0.0052806	0.59525	0.991683
20	2960000	2980000	10600	51	11608	11611	0.00481132	0.5804	0.912927
20	2980000	3000000	9768	51	10802	9850	0.00522113	0.5401	0.991675
20	3000000	3020000	11396	69	8110	11500	0.00605476	0.4055	0.990957
20	3020000	3040000	9549	89	8470	9655	0.00932035	0.4235	0.989021
20	3040000	3060000	6024	36	15425	7368	0.0059761	0.77125	0.81759
20	3060000	3080000	8531	60	11186	8970	0.00703317	0.5593	0.951059
20	3080000	3100000	9352	54	10028	9880	0.00577417	0.5014	0.946559
20	3100000	3120000	8267	41	11800	8311	0.00495948	0.59	0.994706
20	3120000	3140000	8174	40	11081	8237	0.00489356	0.55405	0.992352
20	3140000	3160000	10743	48	6566	10835	0.00446803	0.3283	0.991509
20	3160000	3180000	8657	52	10862	8983	0.0060067	0.5431	0.963709
20	3180000	3200000	7581	57	10832	7659	0.0075188	0.5416	0.989816
20	3200000	3220000	10806	107	5262	11203	0.00990191	0.2631	0.964563
20	3220000	3240000	10713	74	6151	10876	0.0069075	0.30755	0.985013
20	3240000	3260000	8596	36	10822	8661	0.00418799	0.5411	0.992495
20	3260000	3280000	8986	40	8971	9296	0.00445137	0.44855	0.966652
20	3280000	3300000	9623	50	10547	10313	0.00519588	0.52735	0.933094
20	3300000	3320000	10455	34	9306	10561	0.00325203	0.4653	0.989963
20	3320000	3340000	10768	53	11193	10883	0.00492199	0.55965	0.989433
20	3340000	3360000	7596	53	11044	7857	0.00697736	0.5522	0.966781
20	3360000	3380000	8659	32	13548	8749	0.00369558	0.6774	0.989713
20	3380000	3400000	8331	42	12105	8504	0.00504141	0.60525	0.979657
20	3400000	3420000	7761	53	15370	7876	0.00682902	0.7685	0.985399
20	3420000	3440000	7882	64	15590	8469	0.00811977	0.7795	0.930688
20	3440000	3460000	8782	63	11018	9373	0.00717376	0.5509	0.936947
20	3460000	3480000	7178	33	13948	8761	0.00459738	0.6974	0.819313
20	3480000	3500000	7587	40	17768	7655	0.00527218	0.8884	0.991117
20	3500000	3520000	7442	34	16821	7502	0.00456866	0.84105	0.992002
20	3520000	3540000	12050	49	10359	12137	0.00406639	0.51795	0.992832
20	3540000	3560000	11119	39	8067	11199	0.00350751	0.40335	0.992857
