chrom	start	end	anc_valid_bp	hum_sub	repeat_bp	mask_bp	sub_rate	repeat_frac	anc_cov
18	0	50000	0	0	24229	39		0.48458	0
18	50000	100000	0	0	31677	244		0.63354	0
18	100000	150000	820	5	31951	854	0.00609756	0.63902	0.960187
18	150000	200000	21324	129	32332	21572	0.00604952	0.64664	0.988504
18	200000	250000	25198	151	23217	29697	0.00599254	0.46434	0.848503
18	250000	300000	24057	186	30192	25556	0.00773164	0.60384	0.941344
18	300000	350000	27170	220	19764	27742	0.00809717	0.39528	0.979381
18	350000	400000	32820	239	13473	33123	0.00728215	0.26946	0.990852
18	400000	450000	28804	220	21732	29255	0.00763783	0.43464	0.984584
18	450000	500000	29806	224	18957	30110	0.00751527	0.37914	0.989904
18	500000	550000	18820	153	30144	19501	0.00812965	0.60288	0.965079
18	550000	600000	26672	215	29322	27816	0.00806089	0.58644	0.958873
18	600000	650000	26857	235	22707	27242	0.00875005	0.45414	0.985867
18	650000	700000	23050	183	24836	24377	0.00793926	0.49672	0.945563
18	700000	750000	18470	130	27922	18747	0.00703844	0.55844	0.985224
18	750000	800000	22054	146	32265	22746	0.00662011	0.6453	0.969577
18	800000	850000	23491	162	24093	23880	0.00689626	0.48186	0.98371
18	850000	900000	23620	190	31163	23918	0.00804403	0.62326	0.987541
18	900000	950000	29326	293	15928	30171	0.00999113	0.31856	0.971993
18	950000	1000000	22424	123	28389	23177	0.00548519	0.56778	0.967511
18	1000000	1050000	24885	135	30889	25113	0.00542495	0.61778	0.990921
18	1050000	1100000	25554	199	28026	25792	0.00778743	0.56052	0.990772
18	1100000	1150000	23409	165	33379	23573	0.00704857	0.66758	0.993043
18	1150000	1200000	23777	162	30543	24934	0.00681331	0.61086	0.953597
18	1200000	1250000	25396	154	35163	25626	0.00606395	0.70326	0.991025
18	1250000	1300000	27417	170	35887	27733	0.00620053	0.71774	0.988606
18	1300000	1350000	23779	188	30429	24029	0.00790614	0.60858	0.989596
18	1350000	1400000	26097	171	30302	26325	0.00655248	0.60604	0.991339
18	1400000	1450000	31970	195	27409	32278	0.00609947	0.54818	0.990458
18	1450000	1500000	25100	156	27823	25819	0.00621514	0.55646	0.972152
18	1500000	1550000	26372	157	26523	26838	0.00595328	0.53046	0.982637
18	1550000	1600000	31020	216	27579	31311	0.00696325	0.55158	0.990706
18	1600000	1650000	23484	101	34090	24567	0.0043008	0.6818	0.955916
18	1650000	1700000	26966	215	28917	29908	0.007973	0.57834	0.901632
18	1700000	1750000	20760	149	29844	25083	0.00717726	0.59688	0.827652
18	1750000	1800000	24964	219	31021	25398	0.00877263	0.62042	0.982912
18	1800000	1850000	27697	228	32365	28809	0.00823194	0.6473	0.961401
18	1850000	1900000	27206	188	27964	27532	0.00691024	0.55928	0.988159
18	1900000	1950000	24347	225	33314	24605	0.00924138	0.66628	0.989514
18	1950000	2000000	29324	201	28174	29627	0.00685445	0.56348	0.989773
18	2000000	2050000	30190	203	25308	30461	0.00672408	0.50616	0.991103
18	2050000	2100000	30258	254	26375	30521	0.00839447	0.5275	0.991383
18	2100000	2150000	31750	241	23793	32268	0.00759055	0.47586	0.983947
18	2150000	2200000	28812	230	21636	29721	0.00798278	0.43272	0.969416
18	2200000	2250000	27056	198	29472	27280	0.00731815	0.58944	0.991789
18	2250000	2300000	20757	187	33271	20957	0.00900901	0.66542	0.990457
18	2300000	2350000	28539	237	22780	28896	0.00830443	0.4556	0.987645
18	2350000	2400000	26610	238	27120	26936	0.00894401	0.5424	0.987897
18	2400000	2450000	28361	202	25371	28633	0.00712246	0.50742	0.9905
18	2450000	2500000	20347	179	26446	26543	0.00879737	0.52892	0.766567
18	2500000	2550000	29198	209	23578	29658	0.00715802	0.47156	0.98449
18	2550000	2600000	26255	141	21927	26499	0.00537041	0.43854	0.990792
18	2600000	2650000	22585	139	32263	23053	0.00615453	0.64526	0.979699
18	2650000	2700000	24883	144	26544	25108	0.00578708	0.53088	0.991039
18	2700000	2750000	27429	130	23451	27626	0.00473951	0.46902	0.992869
18	2750000	2800000	25793	102	24600	25969	0.00395456	0.492	0.993223
18	2800000	2850000	19379	146	34427	19597	0.00753393	0.68854	0.988876
18	2850000	2900000	19831	156	25996	20304	0.00786647	0.51992	0.976704
18	2900000	2950000	29970	234	10727	30240	0.00780781	0.21454	0.991071
18	2950000	3000000	29032	145	18353	29229	0.00499449	0.36706	0.99326
18	3000000	3050000	20649	121	27394	21526	0.00585985	0.54788	0.959259
18	3050000	3100000	26101	184	22112	26483	0.00704954	0.44224	0.985576
18	3100000	3150000	25446	166	24433	25839	0.00652362	0.48866	0.98479
18	3150000	3200000	26965	167	20487	27278	0.00619321	0.40974	0.988526
18	3200000	3250000	27457	175	27909	27780	0.0063736	0.55818	0.988373
18	3250000	3300000	24478	187	22991	25000	0.00763951	0.45982	0.97912
18	3300000	3350000	24138	184	32608	24367	0.00762284	0.65216	0.990602
18	3350000	3400000	24808	222	29288	25540	0.00894873	0.58576	0.971339
18	3400000	3450000	20769	158	29984	20970	0.00760749	0.59968	0.990415
18	3450000	3500000	24586	121	20738	24767	0.0049215	0.41476	0.992692
18	3500000	3550000	22565	130	24202	23104	0.00576113	0.48404	0.976671
18	3550000	3600000	18247	140	29004	20033	0.00767249	0.58008	0.910847
18	3600000	3650000	17440	107	28208	22347	0.00613532	0.56416	0.780418
18	3650000	3700000	22192	150	25929	22416	0.00675919	0.51858	0.990007
18	3700000	3750000	26424	125	20992	27513	0.00473055	0.41984	0.960419
18	3750000	3800000	26282	157	28496	27019	0.00597367	0.56992	0.972723
18	3800000	3850000	32064	187	17699	32318	0.00583209	0.35398	0.992141
18	3850000	3900000	31273	214	17848	31531	0.00684296	0.35696	0.991818
18	3900000	3950000	33744	212	15757	34011	0.0062826	0.31514	0.99215
18	3950000	4000000	28808	200	19602	29164	0.00694252	0.39204	0.987793
18	4000000	4050000	29916	206	18356	30211	0.00688595	0.36712	0.990235
18	4050000	4100000	23066	189	30893	23310	0.00819388	0.61786	0.989532
18	4100000	4150000	28395	230	27961	28704	0.00810002	0.55922	0.989235
18	4150000	4200000	29673	203	23771	30219	0.00684124	0.47542	0.981932
18	4200000	4250000	29117	210	24614	29392	0.00721228	0.49228	0.990644
18	4250000	4300000	31882	203	16026	32130	0.00636723	0.32052	0.992281
18	4300000	4350000	29713	259	23784	30623	0.00871672	0.47568	0.970284
18	4350000	4400000	31692	206	18720	32024	0.00650006	0.3744	0.989633
18	4400000	4450000	29448	189	19425	29972	0.00641809	0.3885	0.982517
18	4450000	4500000	27788	179	24837	28562	0.00644163	0.49674	0.972901
18	4500000	4550000	25054	152	33781	25783	0.0060669	0.67562	0.971726
18	4550000	4600000	27258	196	30664	27567	0.00719055	0.61328	0.988791
18	4600000	4650000	26301	152	25948	26545	0.00577925	0.51896	0.990808
18	4650000	4700000	15206	111	42317	15611	0.00729975	0.84634	0.974057
18	4700000	4750000	26563	176	24672	27819	0.00662576	0.49344	0.954851
18	4750000	4800000	26131	159	37044	26559	0.00608473	0.74088	0.983885
18	4800000	4850000	30723	175	27691	31569	0.00569606	0.55382	0.973202
18	4850000	4900000	22854	131	35139	23095	0.00573204	0.70278	0.989565
