chrom	start	end	anc_valid_bp	hum_sub	repeat_bp	mask_bp	sub_rate	repeat_frac	anc_cov
6	0	100000	0	0	34019	0		0.34019	
6	100000	200000	0	0	48537	0		0.48537	
6	200000	300000	33101	313	50114	33636	0.00945591	0.50114	0.984094
6	300000	400000	11514	99	20659	11632	0.00859823	0.20659	0.989856
6	400000	500000	59232	422	43499	60802	0.00712453	0.43499	0.974178
6	500000	600000	60392	414	30510	61779	0.00685521	0.3051	0.977549
6	600000	700000	53230	345	40604	54960	0.00648131	0.40604	0.968523
6	700000	800000	57513	504	40220	59905	0.00876324	0.4022	0.96007
6	800000	900000	57680	492	38685	59646	0.00852982	0.38685	0.967039
6	900000	1000000	54248	476	48946	55967	0.00877452	0.48946	0.969285
6	1000000	1100000	58409	417	39462	62850	0.00713931	0.39462	0.92934
6	1100000	1200000	62286	490	37338	63218	0.00786694	0.37338	0.985257
6	1200000	1300000	62530	599	38497	63447	0.0095794	0.38497	0.985547
6	1300000	1400000	52815	434	42783	53700	0.00821736	0.42783	0.98352
6	1400000	1500000	37656	277	60675	52081	0.00735607	0.60675	0.723028
6	1500000	1600000	56345	413	45949	59463	0.00732984	0.45949	0.947564
6	1600000	1700000	56787	380	24528	59807	0.00669167	0.24528	0.949504
6	1700000	1800000	63182	405	26705	64641	0.00641005	0.26705	0.977429
6	1800000	1900000	62113	361	23923	64090	0.00581199	0.23923	0.969153
6	1900000	2000000	60242	427	34491	60966	0.00708808	0.34491	0.988125
6	2000000	2100000	56174	408	48356	58104	0.00726315	0.48356	0.966784
6	2100000	2200000	61895	417	32651	62515	0.00673722	0.32651	0.990082
6	2200000	2300000	52211	277	55602	52668	0.0053054	0.55602	0.991323
6	2300000	2400000	42740	324	59808	45912	0.00758072	0.59808	0.930911
6	2400000	2500000	58242	397	48030	58747	0.00681639	0.4803	0.991404
6	2500000	2600000	56238	428	53364	56877	0.00761051	0.53364	0.988765
6	2600000	2700000	61628	401	39595	62388	0.00650678	0.39595	0.987818
6	2700000	2800000	64268	469	31039	65018	0.00729757	0.31039	0.988465
6	2800000	2900000	49526	378	59443	51372	0.00763235	0.59443	0.964066
6	2900000	3000000	41368	290	57355	44186	0.00701025	0.57355	0.936224
6	3000000	3100000	41959	287	56772	42734	0.00684001	0.56772	0.981865
6	3100000	3200000	42034	268	50628	45979	0.00637579	0.50628	0.9142
6	3200000	3300000	58033	496	37232	59874	0.00854686	0.37232	0.969252
6	3300000	3400000	62553	446	31748	64840	0.00712995	0.31748	0.964729
6	3400000	3500000	59606	385	40272	60742	0.00645908	0.40272	0.981298
6	3500000	3600000	61420	497	47158	63703	0.00809183	0.47158	0.964162
6	3600000	3700000	56480	406	52028	57874	0.00718839	0.52028	0.975913
6	3700000	3800000	58945	504	39084	61931	0.00855034	0.39084	0.951785
6	3800000	3900000	57983	479	52131	58706	0.00826104	0.52131	0.987684
6	3900000	4000000	42127	316	60268	47237	0.00750113	0.60268	0.891822
6	4000000	4100000	50372	344	43591	51061	0.00682919	0.43591	0.986506
6	4100000	4200000	51997	341	59313	52498	0.00655807	0.59313	0.990457
6	4200000	4300000	41413	261	64964	43774	0.00630237	0.64964	0.946064
6	4300000	4400000	57034	392	56087	58632	0.00687309	0.56087	0.972745
6	4400000	4500000	56002	423	58345	56949	0.0075533	0.58345	0.983371
6	4500000	4600000	50645	384	59587	53621	0.00758219	0.59587	0.944499
6	4600000	4700000	55394	423	56528	56196	0.00763621	0.56528	0.985729
6	4700000	4800000	47400	337	50325	50705	0.0071097	0.50325	0.934819
6	4800000	4900000	52293	295	61357	52951	0.00564129	0.61357	0.987573
