chrom	start	end	anc_valid_bp	hum_sub	repeat_bp	mask_bp	sub_rate	repeat_frac	anc_cov
16	0	100000	0	0	19107	3300		0.19107	0
16	100000	200000	42583	344	36246	50218	0.00807834	0.36246	0.847963
16	200000	300000	28240	258	51001	31880	0.00913598	0.51001	0.885822
16	300000	400000	41044	330	35403	47831	0.00804015	0.35403	0.858105
16	400000	500000	35146	259	44790	39880	0.00736926	0.4479	0.881294
16	500000	600000	41857	337	35861	46888	0.00805122	0.35861	0.892702
16	600000	700000	38673	355	19688	48013	0.00917953	0.19688	0.805469
16	700000	800000	52278	395	17356	56313	0.00755576	0.17356	0.928347
16	800000	900000	43004	512	30955	52778	0.0119059	0.30955	0.814809
16	900000	1000000	51124	625	26124	54472	0.0122252	0.26124	0.938537
16	1000000	1100000	46292	575	25144	52273	0.0124212	0.25144	0.885581
16	1100000	1200000	46881	552	21177	55187	0.0117745	0.21177	0.849494
16	1200000	1300000	40850	418	17225	47481	0.0102326	0.17225	0.860344
16	1300000	1400000	40698	403	32331	46083	0.00990221	0.32331	0.883146
16	1400000	1500000	41458	400	33983	46371	0.00964832	0.33983	0.89405
16	1500000	1600000	48477	431	31498	53512	0.00889081	0.31498	0.905909
16	1600000	1700000	52537	405	37961	54488	0.00770885	0.37961	0.964194
16	1700000	1800000	49755	381	34664	51647	0.00765752	0.34664	0.963367
16	1800000	1900000	46387	420	37402	48454	0.00905426	0.37402	0.957341
16	1900000	2000000	37156	323	48466	41625	0.00869308	0.48466	0.892637
16	2000000	2100000	42956	299	27958	49427	0.00696061	0.27958	0.86908
16	2100000	2200000	16399	124	27338	35005	0.00756144	0.27338	0.468476
16	2200000	2300000	50029	344	28887	52540	0.00687601	0.28887	0.952208
16	2300000	2400000	40066	279	42550	42339	0.00696351	0.4255	0.946314
16	2400000	2500000	40683	273	61535	43892	0.00671042	0.61535	0.926889
16	2500000	2600000	44961	407	28300	47536	0.00905229	0.283	0.945831
16	2600000	2700000	8626	55	29723	10681	0.00637607	0.29723	0.807602
16	2700000	2800000	18027	137	37669	32971	0.00759971	0.37669	0.546753
16	2800000	2900000	41974	347	42152	52211	0.00826702	0.42152	0.80393
16	2900000	3000000	17502	120	56577	36122	0.00685636	0.56577	0.484525
16	3000000	3100000	48386	310	33493	49467	0.00640681	0.33493	0.978147
16	3100000	3200000	39066	294	47359	39488	0.00752573	0.47359	0.989313
16	3200000	3300000	37636	309	50155	42759	0.00821022	0.50155	0.880189
16	3300000	3400000	38399	264	52375	42493	0.00687518	0.52375	0.903655
16	3400000	3500000	36625	278	51468	42297	0.00759044	0.51468	0.865901
16	3500000	3600000	47927	360	44256	49229	0.00751142	0.44256	0.973552
16	3600000	3700000	45174	311	57159	46965	0.00688449	0.57159	0.961865
16	3700000	3800000	48079	336	43999	49202	0.0069885	0.43999	0.977176
16	3800000	3900000	52545	279	41705	55386	0.00530973	0.41705	0.948705
16	3900000	4000000	38763	263	62466	40363	0.00678482	0.62466	0.96036
16	4000000	4100000	45423	389	44491	48489	0.00856394	0.44491	0.936769
16	4100000	4200000	41179	313	57348	42096	0.00760096	0.57348	0.978216
16	4200000	4300000	42467	299	51791	45374	0.00704076	0.51791	0.935932
16	4300000	4400000	38900	267	49570	40591	0.00686375	0.4957	0.958341
16	4400000	4500000	45567	227	42737	47893	0.00498168	0.42737	0.951433
16	4500000	4600000	46219	257	48556	47033	0.00556048	0.48556	0.982693
16	4600000	4700000	39107	299	55365	40808	0.00764569	0.55365	0.958317
