chrom	start	end	anc_valid_bp	hum_sub	repeat_bp	mask_bp	sub_rate	repeat_frac	anc_cov
13	0	20000	0	0	0	0		0	
13	20000	40000	0	0	0	0		0	
13	40000	60000	0	0	0	0		0	
13	60000	80000	0	0	0	0		0	
13	80000	100000	0	0	0	0		0	
13	100000	120000	0	0	0	0		0	
13	120000	140000	0	0	0	0		0	
13	140000	160000	0	0	0	0		0	
13	160000	180000	0	0	0	0		0	
13	180000	200000	0	0	0	0		0	
13	200000	220000	0	0	0	0		0	
13	220000	240000	0	0	0	0		0	
13	240000	260000	0	0	0	0		0	
13	260000	280000	0	0	0	0		0	
13	280000	300000	0	0	0	0		0	
13	300000	320000	0	0	0	0		0	
13	320000	340000	0	0	0	0		0	
13	340000	360000	0	0	0	0		0	
13	360000	380000	0	0	0	0		0	
13	380000	400000	0	0	0	0		0	
13	400000	420000	0	0	0	0		0	
13	420000	440000	0	0	0	0		0	
13	440000	460000	0	0	0	0		0	
13	460000	480000	0	0	0	0		0	
13	480000	500000	0	0	0	0		0	
13	500000	520000	0	0	0	0		0	
13	520000	540000	0	0	0	0		0	
13	540000	560000	0	0	0	0		0	
13	560000	580000	0	0	0	0		0	
13	580000	600000	0	0	0	0		0	
13	600000	620000	0	0	0	0		0	
13	620000	640000	0	0	0	0		0	
13	640000	660000	0	0	0	0		0	
13	660000	680000	0	0	0	0		0	
13	680000	700000	0	0	0	0		0	
13	700000	720000	0	0	0	0		0	
13	720000	740000	0	0	0	0		0	
13	740000	760000	0	0	0	0		0	
13	760000	780000	0	0	0	0		0	
13	780000	800000	0	0	0	0		0	
13	800000	820000	0	0	0	0		0	
13	820000	840000	0	0	0	0		0	
13	840000	860000	0	0	0	0		0	
13	860000	880000	0	0	0	0		0	
13	880000	900000	0	0	0	0		0	
13	900000	920000	0	0	0	0		0	
13	920000	940000	0	0	0	0		0	
13	940000	960000	0	0	0	0		0	
13	960000	980000	0	0	0	0		0	
13	980000	1000000	0	0	0	0		0	
13	1000000	1020000	0	0	0	0		0	
13	1020000	1040000	0	0	0	0		0	
13	1040000	1060000	0	0	0	0		0	
13	1060000	1080000	0	0	0	0		0	
13	1080000	1100000	0	0	0	0		0	
13	1100000	1120000	0	0	0	0		0	
13	1120000	1140000	0	0	0	0		0	
13	1140000	1160000	0	0	0	0		0	
13	1160000	1180000	0	0	0	0		0	
13	1180000	1200000	0	0	0	0		0	
13	1200000	1220000	0	0	0	0		0	
13	1220000	1240000	0	0	0	0		0	
13	1240000	1260000	0	0	0	0		0	
13	1260000	1280000	0	0	0	0		0	
