chrom	start	end	anc_valid_bp	hum_sub	repeat_bp	mask_bp	sub_rate	repeat_frac	anc_cov
6	0	50000	0	0	0	0		0	
6	50000	100000	0	0	34019	0		0.68038	
6	100000	150000	0	0	25361	0		0.50722	
6	150000	200000	0	0	23176	0		0.46352	
6	200000	250000	26735	271	22747	27208	0.0101365	0.45494	0.982615
6	250000	300000	6366	42	27367	6428	0.00659755	0.54734	0.990355
6	300000	350000	55	0	9121	56	0	0.18242	0.982143
6	350000	400000	11459	99	11538	11576	0.0086395	0.23076	0.989893
6	400000	450000	31112	196	17426	31846	0.00629982	0.34852	0.976952
6	450000	500000	28120	226	26073	28956	0.00803698	0.52146	0.971129
6	500000	550000	28668	216	17086	29218	0.00753453	0.34172	0.981176
6	550000	600000	31724	198	13424	32561	0.00624133	0.26848	0.974294
6	600000	650000	31478	198	15317	31859	0.00629011	0.30634	0.988041
6	650000	700000	21752	147	25287	23101	0.006758	0.50574	0.941604
6	700000	750000	29206	226	17552	30108	0.00773814	0.35104	0.970041
6	750000	800000	28307	278	22668	29797	0.00982089	0.45336	0.949995
6	800000	850000	29771	221	23012	30136	0.00742333	0.46024	0.987888
6	850000	900000	27909	271	15673	29510	0.00971013	0.31346	0.945747
6	900000	950000	27449	248	24779	28167	0.00903494	0.49558	0.974509
6	950000	1000000	26799	228	24167	27800	0.00850778	0.48334	0.963993
6	1000000	1050000	27543	196	20611	31589	0.00711615	0.41222	0.871917
6	1050000	1100000	30866	221	18851	31261	0.00715998	0.37702	0.987364
6	1100000	1150000	31353	278	17282	31958	0.00886678	0.34564	0.981069
6	1150000	1200000	30933	212	20056	31260	0.00685352	0.40112	0.989539
6	1200000	1250000	31678	273	16279	32230	0.00861797	0.32558	0.982873
6	1250000	1300000	30852	326	22218	31217	0.0105666	0.44436	0.988308
6	1300000	1350000	25558	203	21615	26155	0.00794272	0.4323	0.977175
6	1350000	1400000	27257	231	21168	27545	0.00847489	0.42336	0.989544
6	1400000	1450000	12707	110	28531	25376	0.00865665	0.57062	0.500749
6	1450000	1500000	24949	167	32144	26705	0.00669366	0.64288	0.934245
6	1500000	1550000	26216	163	23230	28853	0.00621758	0.4646	0.908606
6	1550000	1600000	30129	250	22719	30610	0.00829765	0.45438	0.984286
6	1600000	1650000	29159	189	5215	31036	0.0064817	0.1043	0.939522
6	1650000	1700000	27628	191	19313	28771	0.00691328	0.38626	0.960272
6	1700000	1750000	33178	216	10920	34133	0.00651034	0.2184	0.972021
6	1750000	1800000	30004	189	15785	30508	0.00629916	0.3157	0.98348
6	1800000	1850000	31268	170	13105	31618	0.00543687	0.2621	0.98893
6	1850000	1900000	30845	191	10818	32472	0.00619225	0.21636	0.949895
6	1900000	1950000	31701	218	13809	32104	0.00687675	0.27618	0.987447
6	1950000	2000000	28541	209	20682	28862	0.0073228	0.41364	0.988878
6	2000000	2050000	29856	189	23023	31510	0.00633039	0.46046	0.947509
6	2050000	2100000	26318	219	25333	26594	0.0083213	0.50666	0.989622
6	2100000	2150000	31932	245	11700	32255	0.00767255	0.234	0.989986
6	2150000	2200000	29963	172	20951	30260	0.00574041	0.41902	0.990185
6	2200000	2250000	29835	180	18509	30096	0.00603318	0.37018	0.991328
6	2250000	2300000	22376	97	37093	22572	0.004335	0.74186	0.991317
6	2300000	2350000	13270	105	42604	14987	0.00791258	0.85208	0.885434
6	2350000	2400000	29470	219	17204	30925	0.00743129	0.34408	0.952951
6	2400000	2450000	26676	159	27035	26860	0.00596041	0.5407	0.99315
6	2450000	2500000	31566	238	20995	31887	0.00753976	0.4199	0.989933
6	2500000	2550000	31341	248	22830	31681	0.00791296	0.4566	0.989268
6	2550000	2600000	24897	180	30534	25196	0.00722979	0.61068	0.988133
6	2600000	2650000	31461	182	21154	31900	0.00578494	0.42308	0.986238
6	2650000	2700000	30167	219	18441	30488	0.00725959	0.36882	0.989471
6	2700000	2750000	32115	193	15079	32497	0.00600965	0.30158	0.988245
6	2750000	2800000	32153	276	15960	32521	0.00858396	0.3192	0.988684
6	2800000	2850000	27674	215	31315	29121	0.00776903	0.6263	0.950311
6	2850000	2900000	21852	163	28128	22251	0.00745927	0.56256	0.982068
6	2900000	2950000	17956	140	30971	20251	0.00779684	0.61942	0.886672
6	2950000	3000000	23412	150	26384	23935	0.00640697	0.52768	0.978149
6	3000000	3050000	21521	161	29589	21804	0.00748107	0.59178	0.987021
6	3050000	3100000	20438	126	27183	20930	0.00616499	0.54366	0.976493
6	3100000	3150000	24984	182	23219	26081	0.00728466	0.46438	0.957939
6	3150000	3200000	17050	86	27409	19898	0.00504399	0.54818	0.85687
6	3200000	3250000	25782	179	22549	26285	0.00694283	0.45098	0.980864
6	3250000	3300000	32251	317	14683	33589	0.00982915	0.29366	0.960166
6	3300000	3350000	30886	209	15607	31378	0.00676682	0.31214	0.98432
6	3350000	3400000	31667	237	16141	33462	0.00748413	0.32282	0.946357
6	3400000	3450000	31307	175	16974	31914	0.0055898	0.33948	0.98098
6	3450000	3500000	28299	210	23298	28828	0.00742076	0.46596	0.98165
6	3500000	3550000	31000	255	21910	32798	0.00822581	0.4382	0.94518
6	3550000	3600000	30420	242	25248	30905	0.00795529	0.50496	0.984307
6	3600000	3650000	28065	202	25441	28874	0.00719758	0.50882	0.971982
6	3650000	3700000	28415	204	26587	29000	0.00717931	0.53174	0.979828
6	3700000	3750000	32927	299	17207	33511	0.00908069	0.34414	0.982573
6	3750000	3800000	26018	205	21877	28420	0.00787916	0.43754	0.915482
6	3800000	3850000	28469	239	25063	28825	0.0083951	0.50126	0.98765
6	3850000	3900000	29514	240	27068	29881	0.00813173	0.54136	0.987718
6	3900000	3950000	21526	175	27429	24188	0.0081297	0.54858	0.889945
6	3950000	4000000	20601	141	32839	23049	0.00684433	0.65678	0.893791
6	4000000	4050000	26183	178	25157	26575	0.0067983	0.50314	0.985249
6	4050000	4100000	24189	166	18434	24486	0.00686262	0.36868	0.987871
6	4100000	4150000	26052	166	28469	26318	0.00637187	0.56938	0.989893
6	4150000	4200000	25945	175	30844	26180	0.00674504	0.61688	0.991024
6	4200000	4250000	13863	72	38868	15202	0.00519368	0.77736	0.911919
6	4250000	4300000	27550	189	26096	28572	0.00686025	0.52192	0.964231
6	4300000	4350000	26312	178	32028	27501	0.00676497	0.64056	0.956765
6	4350000	4400000	30722	214	24059	31131	0.00696569	0.48118	0.986862
6	4400000	4450000	24792	169	35142	25247	0.00681672	0.70284	0.981978
6	4450000	4500000	31210	254	23203	31702	0.00813842	0.46406	0.98448
6	4500000	4550000	23598	175	36500	25530	0.00741588	0.73	0.924324
6	4550000	4600000	27047	209	23087	28091	0.00772729	0.46174	0.962835
6	4600000	4650000	26533	192	26138	26985	0.00723627	0.52276	0.98325
6	4650000	4700000	28861	231	30390	29211	0.00800388	0.6078	0.988018
6	4700000	4750000	22324	183	25446	22546	0.00819746	0.50892	0.990153
6	4750000	4800000	25076	154	24879	28159	0.00614133	0.49758	0.890515
6	4800000	4850000	22344	148	32927	22582	0.0066237	0.65854	0.989461
6	4850000	4900000	29949	147	28430	30369	0.00490834	0.5686	0.98617
6	4900000	4950000	33766	206	14209	34123	0.00610081	0.28418	0.989538
6	4950000	5000000	25273	180	26351	26096	0.00712223	0.52702	0.968463
6	5000000	5050000	19011	150	26945	20499	0.00789017	0.5389	0.927411
6	5050000	5100000	26936	178	25602	27178	0.00660826	0.51204	0.991096
