chrom	start	end	anc_valid_bp	hum_sub	repeat_bp	mask_bp	sub_rate	repeat_frac	anc_cov
14	0	20000	0	0	0	0		0	
14	20000	40000	0	0	0	0		0	
14	40000	60000	0	0	0	0		0	
14	60000	80000	0	0	0	0		0	
14	80000	100000	0	0	0	0		0	
14	100000	120000	0	0	0	0		0	
14	120000	140000	0	0	0	0		0	
14	140000	160000	0	0	0	0		0	
14	160000	180000	0	0	0	0		0	
14	180000	200000	0	0	0	0		0	
14	200000	220000	0	0	0	0		0	
14	220000	240000	0	0	0	0		0	
14	240000	260000	0	0	0	0		0	
14	260000	280000	0	0	0	0		0	
14	280000	300000	0	0	0	0		0	
14	300000	320000	0	0	0	0		0	
14	320000	340000	0	0	0	0		0	
14	340000	360000	0	0	0	0		0	
14	360000	380000	0	0	0	0		0	
14	380000	400000	0	0	0	0		0	
14	400000	420000	0	0	0	0		0	
14	420000	440000	0	0	0	0		0	
14	440000	460000	0	0	0	0		0	
14	460000	480000	0	0	0	0		0	
14	480000	500000	0	0	0	0		0	
14	500000	520000	0	0	0	0		0	
14	520000	540000	0	0	0	0		0	
14	540000	560000	0	0	0	0		0	
14	560000	580000	0	0	0	0		0	
14	580000	600000	0	0	0	0		0	
14	600000	620000	0	0	0	0		0	
14	620000	640000	0	0	0	0		0	
14	640000	660000	0	0	0	0		0	
14	660000	680000	0	0	0	0		0	
14	680000	700000	0	0	0	0		0	
14	700000	720000	0	0	0	0		0	
14	720000	740000	0	0	0	0		0	
14	740000	760000	0	0	0	0		0	
14	760000	780000	0	0	0	0		0	
14	780000	800000	0	0	0	0		0	
14	800000	820000	0	0	0	0		0	
14	820000	840000	0	0	0	0		0	
14	840000	860000	0	0	0	0		0	
14	860000	880000	0	0	0	0		0	
14	880000	900000	0	0	0	0		0	
14	900000	920000	0	0	0	0		0	
14	920000	940000	0	0	0	0		0	
14	940000	960000	0	0	0	0		0	
14	960000	980000	0	0	0	0		0	
14	980000	1000000	0	0	0	0		0	
14	1000000	1020000	0	0	0	0		0	
14	1020000	1040000	0	0	0	0		0	
14	1040000	1060000	0	0	0	0		0	
14	1060000	1080000	0	0	0	0		0	
14	1080000	1100000	0	0	0	0		0	
14	1100000	1120000	0	0	0	0		0	
14	1120000	1140000	0	0	0	0		0	
14	1140000	1160000	0	0	0	0		0	
14	1160000	1180000	0	0	0	0		0	
14	1180000	1200000	0	0	0	0		0	
14	1200000	1220000	0	0	0	0		0	
14	1220000	1240000	0	0	0	0		0	
14	1240000	1260000	0	0	0	0		0	
14	1260000	1280000	0	0	0	0		0	
14	1280000	1300000	0	0	0	0		0	
14	1300000	1320000	0	0	0	0		0	
14	1320000	1340000	0	0	0	0		0	
14	1340000	1360000	0	0	0	0		0	
14	1360000	1380000	0	0	0	0		0	
14	1380000	1400000	0	0	0	0		0	
14	1400000	1420000	0	0	0	0		0	
14	1420000	1440000	0	0	0	0		0	
14	1440000	1460000	0	0	0	0		0	
14	1460000	1480000	0	0	0	0		0	
14	1480000	1500000	0	0	0	0		0	
14	1500000	1520000	0	0	0	0		0	
14	1520000	1540000	0	0	0	0		0	
14	1540000	1560000	0	0	0	0		0	
14	1560000	1580000	0	0	0	0		0	
14	1580000	1600000	0	0	0	0		0	
14	1600000	1620000	0	0	0	0		0	
14	1620000	1640000	0	0	0	0		0	
14	1640000	1660000	0	0	0	0		0	
14	1660000	1680000	0	0	0	0		0	
14	1680000	1700000	0	0	0	0		0	
14	1700000	1720000	0	0	0	0		0	
14	1720000	1740000	0	0	0	0		0	
14	1740000	1760000	0	0	0	0		0	
14	1760000	1780000	0	0	0	0		0	
14	1780000	1800000	0	0	0	0		0	
14	1800000	1820000	0	0	0	0		0	
14	1820000	1840000	0	0	0	0		0	
14	1840000	1860000	0	0	0	0		0	
14	1860000	1880000	0	0	0	0		0	
14	1880000	1900000	0	0	0	0		0	
14	1900000	1920000	0	0	0	0		0	
14	1920000	1940000	0	0	0	0		0	
14	1940000	1960000	0	0	0	0		0	
14	1960000	1980000	0	0	0	0		0	
14	1980000	2000000	0	0	0	0		0	
14	2000000	2020000	0	0	0	0		0	
14	2020000	2040000	0	0	0	0		0	
14	2040000	2060000	0	0	0	0		0	
14	2060000	2080000	0	0	0	0		0	
14	2080000	2100000	0	0	0	0		0	
14	2100000	2120000	0	0	0	0		0	
14	2120000	2140000	0	0	0	0		0	
14	2140000	2160000	0	0	0	0		0	
14	2160000	2180000	0	0	0	0		0	
14	2180000	2200000	0	0	0	0		0	
14	2200000	2220000	0	0	0	0		0	
14	2220000	2240000	0	0	0	0		0	
14	2240000	2260000	0	0	0	0		0	
14	2260000	2280000	0	0	0	0		0	
14	2280000	2300000	0	0	0	0		0	
14	2300000	2320000	0	0	0	0		0	
14	2320000	2340000	0	0	0	0		0	
14	2340000	2360000	0	0	0	0		0	
14	2360000	2380000	0	0	0	0		0	
14	2380000	2400000	0	0	0	0		0	
14	2400000	2420000	0	0	0	0		0	
14	2420000	2440000	0	0	0	0		0	
14	2440000	2460000	0	0	0	0		0	
14	2460000	2480000	0	0	0	0		0	
14	2480000	2500000	0	0	0	0		0	
14	2500000	2520000	0	0	0	0		0	
14	2520000	2540000	0	0	0	0		0	
14	2540000	2560000	0	0	0	0		0	
14	2560000	2580000	0	0	0	0		0	
14	2580000	2600000	0	0	0	0		0	
14	2600000	2620000	0	0	0	0		0	
14	2620000	2640000	0	0	0	0		0	
14	2640000	2660000	0	0	0	0		0	
14	2660000	2680000	0	0	0	0		0	
14	2680000	2700000	0	0	0	0		0	
14	2700000	2720000	0	0	0	0		0	
14	2720000	2740000	0	0	0	0		0	
14	2740000	2760000	0	0	0	0		0	
14	2760000	2780000	0	0	0	0		0	
14	2780000	2800000	0	0	0	0		0	
14	2800000	2820000	0	0	0	0		0	
14	2820000	2840000	0	0	0	0		0	
14	2840000	2860000	0	0	0	0		0	
14	2860000	2880000	0	0	0	0		0	
14	2880000	2900000	0	0	0	0		0	
14	2900000	2920000	0	0	0	0		0	
14	2920000	2940000	0	0	0	0		0	
14	2940000	2960000	0	0	0	0		0	
14	2960000	2980000	0	0	0	0		0	
14	2980000	3000000	0	0	0	0		0	
14	3000000	3020000	0	0	0	0		0	
14	3020000	3040000	0	0	0	0		0	
14	3040000	3060000	0	0	0	0		0	
14	3060000	3080000	0	0	0	0		0	
14	3080000	3100000	0	0	0	0		0	
14	3100000	3120000	0	0	0	0		0	
14	3120000	3140000	0	0	0	0		0	
14	3140000	3160000	0	0	0	0		0	
14	3160000	3180000	0	0	0	0		0	
14	3180000	3200000	0	0	0	0		0	
14	3200000	3220000	0	0	0	0		0	
14	3220000	3240000	0	0	0	0		0	
14	3240000	3260000	0	0	0	0		0	
14	3260000	3280000	0	0	0	0		0	
14	3280000	3300000	0	0	0	0		0	
14	3300000	3320000	0	0	0	0		0	
14	3320000	3340000	0	0	0	0		0	
14	3340000	3360000	0	0	0	0		0	
14	3360000	3380000	0	0	0	0		0	
14	3380000	3400000	0	0	0	0		0	
14	3400000	3420000	0	0	0	0		0	
14	3420000	3440000	0	0	0	0		0	
14	3440000	3460000	0	0	0	0		0	
14	3460000	3480000	0	0	0	0		0	
14	3480000	3500000	0	0	0	0		0	
14	3500000	3520000	0	0	0	0		0	
14	3520000	3540000	0	0	0	0		0	
14	3540000	3560000	0	0	0	0		0	
14	3560000	3580000	0	0	0	0		0	
14	3580000	3600000	0	0	0	0		0	
14	3600000	3620000	0	0	0	0		0	
14	3620000	3640000	0	0	0	0		0	
14	3640000	3660000	0	0	0	0		0	
14	3660000	3680000	0	0	0	0		0	
14	3680000	3700000	0	0	0	0		0	
14	3700000	3720000	0	0	0	0		0	
14	3720000	3740000	0	0	0	0		0	
14	3740000	3760000	0	0	0	0		0	
14	3760000	3780000	0	0	0	0		0	
14	3780000	3800000	0	0	0	0		0	
14	3800000	3820000	0	0	0	0		0	
14	3820000	3840000	0	0	0	0		0	
14	3840000	3860000	0	0	0	0		0	
14	3860000	3880000	0	0	0	0		0	
14	3880000	3900000	0	0	0	0		0	
14	3900000	3920000	0	0	0	0		0	
14	3920000	3940000	0	0	0	0		0	
14	3940000	3960000	0	0	0	0		0	
14	3960000	3980000	0	0	0	0		0	
14	3980000	4000000	0	0	0	0		0	
14	4000000	4020000	0	0	0	0		0	
14	4020000	4040000	0	0	0	0		0	
14	4040000	4060000	0	0	0	0		0	
14	4060000	4080000	0	0	0	0		0	
14	4080000	4100000	0	0	0	0		0	
14	4100000	4120000	0	0	0	0		0	
14	4120000	4140000	0	0	0	0		0	
14	4140000	4160000	0	0	0	0		0	
14	4160000	4180000	0	0	0	0		0	
14	4180000	4200000	0	0	0	0		0	
14	4200000	4220000	0	0	0	0		0	
14	4220000	4240000	0	0	0	0		0	
14	4240000	4260000	0	0	0	0		0	
14	4260000	4280000	0	0	0	0		0	
14	4280000	4300000	0	0	0	0		0	
14	4300000	4320000	0	0	0	0		0	
14	4320000	4340000	0	0	0	0		0	
14	4340000	4360000	0	0	0	0		0	
14	4360000	4380000	0	0	0	0		0	
14	4380000	4400000	0	0	0	0		0	
14	4400000	4420000	0	0	0	0		0	
14	4420000	4440000	0	0	0	0		0	
14	4440000	4460000	0	0	0	0		0	
14	4460000	4480000	0	0	0	0		0	
14	4480000	4500000	0	0	0	0		0	
14	4500000	4520000	0	0	0	0		0	
14	4520000	4540000	0	0	0	0		0	
14	4540000	4560000	0	0	0	0		0	
14	4560000	4580000	0	0	0	0		0	
14	4580000	4600000	0	0	0	0		0	
14	4600000	4620000	0	0	0	0		0	
14	4620000	4640000	0	0	0	0		0	
14	4640000	4660000	0	0	0	0		0	
14	4660000	4680000	0	0	0	0		0	
14	4680000	4700000	0	0	0	0		0	
14	4700000	4720000	0	0	0	0		0	
14	4720000	4740000	0	0	0	0		0	
14	4740000	4760000	0	0	0	0		0	
14	4760000	4780000	0	0	0	0		0	
14	4780000	4800000	0	0	0	0		0	
14	4800000	4820000	0	0	0	0		0	
14	4820000	4840000	0	0	0	0		0	
14	4840000	4860000	0	0	0	0		0	
14	4860000	4880000	0	0	0	0		0	
14	4880000	4900000	0	0	0	0		0	
14	4900000	4920000	0	0	0	0		0	
14	4920000	4940000	0	0	0	0		0	
14	4940000	4960000	0	0	0	0		0	
14	4960000	4980000	0	0	0	0		0	
14	4980000	5000000	0	0	0	0		0	
14	5000000	5020000	0	0	0	0		0	
14	5020000	5040000	0	0	0	0		0	
14	5040000	5060000	0	0	0	0		0	
14	5060000	5080000	0	0	0	0		0	
14	5080000	5100000	0	0	0	0		0	
