chrom	start	end	anc_valid_bp	hum_sub	repeat_bp	mask_bp	sub_rate	repeat_frac	anc_cov
20	0	50000	0	0	0	0		0	
20	50000	100000	7830	55	29352	18936	0.00702427	0.58704	0.413498
20	100000	150000	22661	143	36425	23089	0.0063104	0.7285	0.981463
20	150000	200000	8614	56	36480	18610	0.00650104	0.7296	0.462869
20	200000	250000	22970	138	35046	23837	0.00600784	0.70092	0.963628
20	250000	300000	22534	168	31542	24758	0.0074554	0.63084	0.91017
20	300000	350000	20947	160	30496	23725	0.00763833	0.60992	0.882908
20	350000	400000	21892	139	33553	24066	0.00634935	0.67106	0.909665
20	400000	450000	22891	152	24085	24052	0.00664016	0.4817	0.95173
20	450000	500000	22785	160	23252	25090	0.00702216	0.46504	0.908131
20	500000	550000	25042	148	32814	25664	0.00591007	0.65628	0.975764
20	550000	600000	26054	186	29988	27276	0.00713902	0.59976	0.955199
20	600000	650000	28143	228	29088	29838	0.00810148	0.58176	0.943193
20	650000	700000	30644	225	26973	31122	0.00734238	0.53946	0.984641
20	700000	750000	24197	250	31234	25394	0.0103319	0.62468	0.952863
20	750000	800000	4849	33	43575	11757	0.00680553	0.8715	0.412435
20	800000	850000	27409	203	26120	28382	0.00740633	0.5224	0.965718
20	850000	900000	26868	180	24596	32120	0.00669942	0.49192	0.836488
20	900000	950000	26990	200	30851	29447	0.00741015	0.61702	0.916562
20	950000	1000000	32012	222	26309	32816	0.0069349	0.52618	0.9755
20	1000000	1050000	33000	230	30627	33345	0.0069697	0.61254	0.989654
20	1050000	1100000	21326	127	32212	28313	0.00595517	0.64424	0.753223
20	1100000	1150000	29080	229	28244	29323	0.00787483	0.56488	0.991713
20	1150000	1200000	28649	182	28372	30348	0.00635275	0.56744	0.944016
20	1200000	1250000	25650	137	26437	25847	0.00534113	0.52874	0.992378
20	1250000	1300000	33568	198	18438	34016	0.00589847	0.36876	0.98683
20	1300000	1350000	24921	188	31734	25977	0.00754384	0.63468	0.959349
20	1350000	1400000	26071	184	28362	27076	0.00705765	0.56724	0.962882
20	1400000	1450000	31345	216	24391	31627	0.00689105	0.48782	0.991084
20	1450000	1500000	28300	230	33742	28861	0.00812721	0.67484	0.980562
20	1500000	1550000	22928	197	33762	26793	0.00859211	0.67524	0.855746
20	1550000	1600000	4145	25	23460	8316	0.00603136	0.4692	0.498437
20	1600000	1650000	0	0	28157	23728		0.56314	0
20	1650000	1700000	18695	150	30349	24989	0.00802354	0.60698	0.748129
20	1700000	1750000	12383	86	34671	21179	0.00694501	0.69342	0.584683
20	1750000	1800000	26755	223	29207	32480	0.00833489	0.58414	0.823738
20	1800000	1850000	33316	184	27468	33657	0.00552287	0.54936	0.989868
20	1850000	1900000	31781	246	21312	32627	0.00774047	0.42624	0.974071
20	1900000	1950000	31851	222	23225	32299	0.00696995	0.4645	0.98613
20	1950000	2000000	34129	258	28298	34546	0.00755955	0.56596	0.987929
20	2000000	2050000	29217	194	35326	29537	0.00663997	0.70652	0.989166
20	2050000	2100000	25669	186	28243	27215	0.00724609	0.56486	0.943193
20	2100000	2150000	33160	207	20552	33518	0.00624246	0.41104	0.989319
20	2150000	2200000	27307	213	29249	28422	0.0078002	0.58498	0.96077
20	2200000	2250000	21072	182	33810	22338	0.00863705	0.6762	0.943325
20	2250000	2300000	27971	190	23544	28919	0.00679275	0.47088	0.967219
20	2300000	2350000	29076	236	28847	30823	0.00811666	0.57694	0.943322
20	2350000	2400000	28941	214	29108	30238	0.00739435	0.58216	0.957107
20	2400000	2450000	23625	179	33717	24905	0.00757672	0.67434	0.948605
20	2450000	2500000	24149	192	28849	24436	0.00795064	0.57698	0.988255
20	2500000	2550000	25159	185	29227	25431	0.00735323	0.58454	0.989304
20	2550000	2600000	25213	161	29593	26221	0.00638559	0.59186	0.961558
